unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
d u r u s i l a	d u r u s i l a	d u r u s i l a	d d u r u s i l a	d u r u s i l a	d u s	d u r u s i l a	d u r u s i l a
a b i r a a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b i a m	a b r a h a m	a b r a h a m
l a m e k i	l a m e c	l a m e l c h i	l a m e l c h i	l a m e l c h i	l a m e c	l a m e l c h i	l a m e l c h i
e m a s u	e m a s u	e m a s u	e m a s u	e m a s u	e m a s	e m a s u	e m a s u
a p o l i y o n	a p o l i o n	a p o l i o n	a p o l i o n	a p o l i o n	a p p o l i n	a p o l i o n	a p o l i o n
k o s a m	c o s h a m	c o s a m	c h o s h a m	c o s a m	c o s a m	c o s a m	c o s a m
p u b i l o	p u b b i l u s	p u b y l o	p u b y l o	p u b y l o	p u b i u s	p u b y l o	p u b y l o
y e r e m i y a	j e r e m i a	j e r e m i a	j e r e m i a	j e r e m i a	j e r e m i a	j e r e m i a	j e r e m i a
e f a	e p h a	e p h a	e p h a	e p h a	e p h a	e p h a	e p h a
f i l e g o n	p h l e g o n	p h i l e g o n	p h i l e g o n	p h i l e g o n	p h i l e g o n	p h i l e g o n	p h i l e g o n
i s e	i s e	i s e	h i s e	i s e	y s e s	i s e	i s e
k i l i k i y a	c h i l i c i a	c i l i c i a	c i l i c i a	c i l i c i a	c i c i a	c i l i c i a	c i l i c i a
i d u m e y a	i d u m e a	i d u m e a	i d u m e a	i d u m e a	j u d e a	i d u m e a	i d u m e a
a p o l o	a p o l u s	a p o l u s	a p o l u s	a p o l u s	a p i l o s	a p o l u s	a p o l u s
m a a l a l e l i	m a a l a l e l	m a a l a l i e l	m a a l a l i e l	m a a l a l i e l	m a l a l	m a a l a l i e l	m a a l a l i e l
i l i r i k o	i l r i c u s	i l i r i c u s	i l i r i c h o	i l i r i c u s	i l y c h u s	i l i r i c u s	i l i r i c u s
n a y i n	n a i n	n a i n	n a i n	n a i n	n a i i n	n a i n	n a i n
e n i k e	e n i x	e n i c e	e n i c e	e n i c e	a n i c h e s	e n i c e	e n i c e
k a p e n u m	c a p p e n u m	c a p e n u m	c a p e n u m	c a p e n u m	c a p h a m	c a p e n u m	c a p e n u m
f i l e m o n	p h i l e m o n	p h i l e m o n	p h i l e m o n	p h i l e m o n	p h i l e m o n	p h i l e m o n	p h i l e m o n
k e s a r e y a	c e s a r e a	c e s a r e a	c e s a r e a	c e s a r e a	c e r a	c e s a r e a	c e s a r e a
y u d a s i	j u d a s	j u d a s	j u d a s	j u d a s	j u d e s	j u d a s	j u d a s
e s i l i	h e z i l	e s i l i	e s i l i	e s i l i	e s i l a	e s i l i	e s i l i
