unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
d o r c a s	d o r c a s	d o r c a s	d o r c a s	d o r c a s	d o r c a s	d o r c a s	d o r c a s
a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h	a b r a h a m	a b r a h a m
e t i o p i a		e t h i o p i a	e t h i o p i a	e t h i o p i a	e s y p i a	e t h i o p i a	e t h i o p i a
e l i u d	e l i u d	e l i u d	e l i u d	e l i u d	e l i u d	e l i u d	e l i u d
a p i a	a p p i a	a p p i a	a p p i a	a p p i a	a p i a	a p p i a	a p p i a
c o r i n t o	c o r i n t u s	c o r i n t u s	c o r i n t u s	c o r i n t u s	o n t u s	c o r i n t u s	c o r i n t u s
t o l e m a i d a	t h o l e m e m e s	t h o l e m a i d a	t h o l e m a i d a	t h o l e m a i d a	t u l e m i a	t h o l e m a i d a	t h o l e m a i d a
j u d e a	j u d e a	j u d e a	j u d e a	j u d e a	j u d e a	j u d e a	j u d e a
e u t i c o	e u t i c u s	e u t h i c u s	e u t h i c u s	e u t h i c u s	e t i c u s	e u t h i c u s	e u t h i c u s
h e b e r	h e b e r	h e b e r	h e b e r	h e b e r	h e b e r	h e b e r	h e b e r
l e y	l r c h	l e t r a r c h	l e c	l e t r a r c h	l e t e	l e t r a r c h	l e t r a r c h
c r i s t o	m e s t u s	c r i s t u s	c r i s t u s	c r i s t u s	k e s	c r i s t u s	c r i s t u s
h i m e n e o	h i m e n e u s	h i m e n e u s	h i m e n e u s	h i m e n e u s	h i m e n e s	h i m e n e u s	h i m e n e u s
a p o l i o n		a p o l i o n	a p o l l i o	a p o l i o n	a p o l i o	a p o l i o n	a p o l i o n
m a h a l a l e e l	m a h a l a l e e l	m a h a l a l e e l	m a h a l a l e e l	m a h a l a l e e l	m a t a l e l	m a h a l a l e e l	m a h a l a l e e l
i c o n i o	i c o n i u s	i c o n i u s	i s a n i u s	i c o n i u s	i c o n i u s	i c o n i u s	i c o n i u s
n a i n		n a i n	n a i n	n a i n	n a i n	n a i n	n a i n
e u b u l o	e u b u l u s	e u b u l u s	e u b u l u s	e u b u l u s	e u u l	e u b u l u s	e u b u l u s
n d i i c h u u v i	n d i i c n i	n d i i c h u u v i	n d i i c h u u v i	n d i i c h u u v i	n i c e s	n d i i c h u u v i	n d i i c h u u v i
f i l e m o n		p h i l e m o n	p h i l e m o n	p h i l e m o n	p i l e m o n	p h i l e m o n	p h i l e m o n
c e s a r e a	c e s a r e a	c e s a r e a	c e s a r e a	c e s a r e a	c e s a r	c e s a r e a	c e s a r e a
j u d e a	j u d e a	j u d e a	j u d e a	j u d e a	j u d e a	j u d e a	j u d e a
i s a i a s		i s a i a s	i s a i a s	i s a i a s	i s a i a s	i s a i a s	i s a i a s
e l i s e o	e l i s e e	e l i s e u s	e l i s e u s	e l i s e u s	e l i s	e l i s e u s	e l i s e u s
a b i l i n i a	a b y l i n i a	a b i l i n i a	a b i l i n i a	a b i l i n i a	a b i l i a	a b i l i n i a	a b i l i n i a
