unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
n a f t a l i g o		n a p h t a l i g e r	n a p h t a l i g o	n a p h t a l i g e r	n a p h t a l	n a p h t a l i g e r	n a p h t a l i g e r
d e d a n	d e d a n	d e d a n	d e d a n	d e d a n	d e d a n	d e d a n	d e d a n
a n a s	a n a s	a n a s	a n a s	a n a s	a n a s	a n a s	a n a s
m o s o r a l i		m o s h u r a l i	m o s h o r a l i	m o s h u r a l i	m e r e r	m o s h u r a l i	m o s h u r a l i
p i s i d i a	p e s i d i a	p i s i d i a	p i s i d i a	p i s i d i a	p i s i d a	p i s i d i a	p i s i d i a
m e s o p o t e m i a	m e s o p o t e m i a	m e s o p o t e m i a	m e s o p o t e m i a	m e s o p o t e m i a	m e s o p h o r	m e s o p o t e m i a	m e s o p o t e m i a
s u r	s u r	s u r	s h u r	s u r	s u r	s u r	s u r
h a m	h a m	h a m	h a m	h a m	h a m	h a m	h a m
e l i a	e l i a	e l i a	e l i a	e l i a	e l i a	e l i a	e l i a
k a u n s o l		c a u n s h u l	c a u n s o l	c a u n s h u l	c a u n	c a u n s h u l	c a u n s h u l
o s i y o k m o		o s i j u c m o s	o s i j o k m o	o s i j u c m o s	o s i u m	o s i j u c m o s	o s i j u c m o s
p e r e z	p e r e z	p e r e z	p e r e z	p e r e z	p e r e z	p e r e z	p e r e z
s i s a r i a	c e s a r i a	s i s a r i a	s i s a r i a	s i s a r i a	e s a r i a	s i s a r i a	s i s a r i a
g a l i l i	g a l i l e e	g a l i l i	g a l i l i	g a l i l i	g a l i l i e	g a l i l i	g a l i l i
f a n u e l	p h a n u e l	p h a n u e l	p h a n u e l	p h a n u e l	p h a n u e l	p h a n u e l	p h a n u e l
j u d a	j u d a h	j u d a	j u d a	j u d a	j u d a	j u d a	j u d a
k e m b u NG i n a n		c h e m b u l i n a n	c h e m b u l i n a n	c h e m b u l i n a n	k e m a n	c h e m b u l i n a n	c h e m b u l i n a n
p r o k o r u s	p r o c h o r u s	p r o c h o r u s	p r o c o r u s	p r o c h o r u s	p r o r u s	p r o c h o r u s	p r o c h o r u s
g a l i l i	g a l i l e e	g a l i l i	g a l i l i	g a l i l i	g a l i l i e	g a l i l i	g a l i l i
l a s e a	l a s h e a	l a s e a	l a s e a	l a s e a	l a s e a h	l a s e a	l a s e a
e l a	e l a h	e l a	e l a	e l a	e l a h	e l a	e l a
