unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
k i n k i r i y a	c e n c r i a	c e n c h r e a e	c e n c h i r i a	c e n c h r e a e	c e n c a	c e n c h r e a e	c e n c h r e a e
d i y o s	d i o s	d o n a i	d i o s	d o n a i	d i o s	d i o s	d i o s
s a l i m	s a l e m	s a l e m	s a l e m	s a l e m	s a l i m	s a l e m	s a l e m
w a s t a y	u a h i	u a s t a i	u a s t a i	u a s t a i	j a s t a	u a s t a i	u a s t a i
k i r i s t o	c r i s t u s	q u i r i s t u s	c e r i s t u s	q u i r i s t u s	c r e s t	q u i r i s t u s	q u i r i s t u s
a g r i p a	a g r e p h a	a g r e p a	a g r e p a	a g r e p a	a g r e p h a	a g r e p a	a g r e p a
f i l i g o n t i	p h i l e c u n t	p h i l e c u n t e	p h i l e c u n t e	p h i l e c u n t e	p l i l	p h i l e c u n t e	p h i l e c u n t e
i f a p r a d i t o	e p h a p r a d i t u s	e p h a p r a d e t u s	e p h a p r a d e t u s	e p h a p r a d e t u s	i p a p r a	e p h a p r a d e t u s	e p h a p r a d e t u s
h i s o s	j e s u s	j e s u s	j e s u s	j e s u s	j e s s	j e s u s	j e s u s
s a l a t i y a l	s a l a t h e a l	s a l a t i a l	s a l a t i a l	s a l a t i a l	s a l t i a	s a l a t i a l	s a l a t i a l
s a k a r i y a s	z a c h a r i a s	s a c h a r i a s	s a c h a r i a s	s a c h a r i a s	s a c a r	s a c h a r i a s	s a c h a r i a s
s i y o s	s i o s	s o n a i	s i o s	s o n a i	s i o s	s i o s	s i o s
h w a n a	j u c h a n a	j o h n a	j u a n a	j o h n a	j u a n	j o h n a	j o h n a
i s p a n y a	i s p a n i a	i s p a n i a	i s p a n i a	i s p a n i a	s p p a n i a	i s p a n i a	i s p a n i a
t o n g o n	t h o n g o n	t h o n g o n	t o n g o n	t h o n g o n	t u n o n	t h o n g o n	t h o n g o n
o n i s i m o	o n e s h e m u s	o n e s e m u s	o n e s i m o	o n e s e m u s	u n i s	o n e s e m u s	o n e s e m u s
f i s t o	p h i h a	p h e s t u s	p h e s t u s	p h e s t u s	p e s t u s	p h e s t u s	p h e s t u s
k a r p o	c a r p u s	c a r p u s	c h a r p u s	c a r p u s	c a r p u s	c a r p u s	c a r p u s
p o r s i y o	p o r t i u s	p o r t i u s	p o r s i u s	p o r t i u s	p o r i s	p o r t i u s	p o r t i u s
k a y f a s	c a i p e	c a i p h a s	c a i p h a s	c a i p h a s	c a e p h	c a i p h a s	c a i p h a s
