unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
b a r s a b a s	b a r s h e b m	b a r s a b b a s	b a r z a b a s	b a r s a b b a s	b a r s h a b a s	b a r s a b b a s	b a r s a b b a s
b a r t o l o m e		b a r t o l o m e	b a r t o l o m e	b a r t o l o m e	b a r t h o o n	b a r t o l o m e	b a r t o l o m e
b i g v a i	b i g v a i	b i g v a i	b i g v a i	b i g v a i	b i g g a i	b i g v a i	b i g v a i
p e d r o	k i p h a	p e t e r	p e t e r	p e t e r	p e d r a u s	p e t e r	p e t e r
e f r a t a	e p h r a t h a	e p h r a t h a	e p h r a t h a	e p h r a t h a	e p h r a t h a	e p h r a t h a	e p h r a t h a
s a l u m	s a l u m	s a l u m	s a l u m	s a l u m	s h a l u m	s a l u m	s a l u m
b a r t i m e o	b a r t i m e e	b a r t h i m e o	b a r t h i m e o	b a r t h i m e o	b a r t i m e s	b a r t h i m e o	b a r t h i m e o
j a h a t	j a h a t h	j a h a t h	j a h a t h	j a h a t h	j a h a t h	j a h a t h	j a h a t h
a n a	a n m	a n n a	a n n a	a n n a	a n a h	a n n a	a n n a
b a a l a	b a a l a	b a a l a	b a a l a	b a a l a	b a a l a h	b a a l a	b a a l a
j o a b	j o a b	j o a b	j o a b	j o a b	j o a b	j o a b	j o a b
a s a	a s a	a s h a	a s h a	a s h a	a s h a	a s h a	a s h a
m i g u e l	m i g u e l	m i g u e l	m i g u e l	m i g u e l	m i g u e l	m i g u e l	m i g u e l
m a o n		m a o n	m a o n	m a o n	m a o n	m a o n	m a o n
o f i r	o p h i r	o p h i r	o p h i r	o p h i r	o p h i r	o p h i r	o p h i r
g a y o	g a i u s	g a i u s	g a i o	g a i u s	g a m o s	g a i u s	g a i u s
b e s e r	b e s h e r	b e s h e r	b e s h e r	b e s h e r	b e s h e r	b e s h e r	b e s h e r
j e z e r	j e z e r	j e z e r	j e z e r	j e z e r	j e z e r	j e z e r	j e z e r
e s p a n a		e s h p a ñ a	e s h p a n n a	e s h p a n a	e p h a i a h	e s p a n a	
s i m e i	s h i m e i	s h i m e i	s h i m e i	s h i m e i	s i m e	s h i m e i	s h i m e i
h a r a n	h a r m n	h a r a n	h a r a n	h a r a n	h a r a n	h a r a n	h a r a n
t a h a n	t a h m n	t a h a n	t a h a n	t a h a n	t a h a n	t a h a n	t a h a n
l a m e c	l a m e k	l a m e c h	l a m e c h	l a m e c h	l a m e k	l a m e c h	l a m e c h
j e r u s a l e n		u r i s h l e m	u r i s h l e m	u r i s h l e m	j e r u s h a l e n	u r i s h l e m	u r i s h l e m
e n o c	e n o k	e n o c h	e n o c h	e n o c h	e n o c h	e n o c h	e n o c h
j a c o b	j a k u b	j a k u b	j a k u b	j a k u b	j a c o b	j a k u b	j a k u b
a f r i c a	a p h r y c a	a p h r i c a	a p h r i c a	a p h r i c a	a p h r i c h a	a p h r i c a	a p h r i c a
a b i a s		a b i a h	a b i a h	a b i a h	a b i a h	a b i a h	a b i a h
a l e j a n d r o	a l e x a n d r u s	a l e x a n d r u s	a l e x a n d r o	a l e x a n d r u s	a l e x a n d r u s	a l e x a n d r u s	a l e x a n d r u s
l o t	l o t h	l o t h	l o t h	l o t h	l o t h	l o t h	l o t h
i s r a e l	j i h u d o y e e	i s r a e l	i s r a e l	i s r a e l	i s h a e l	i s r a e l	i s r a e l
