unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
s a l b o n	s a l b o n	s a l b o n	s a l b o n	s a l b o n	z a l b o n	s a l b o n	s a l b o n
b a r u k	b a r u c h	b a r u c h	b a r u c h	b a r u c h	b a r u c h a	b a r u c h	b a r u c h
j a h a s i e l	j a h a z i e l	j a h a z i e l	j a h a z i e l	j a h a z i e l	j a h a s h i e l	j a h a z i e l	j a h a z i e l
a n a	a n n a	a n n a	a n n a	a n n a	a n a	a n n a	a n n a
b a l	b a l	b a a l	b a a l	b a a l	b a l	b a l	b a a l
j o a	j o a	j o a	j o a	j o a	j o a h	j o a	j o a
a s a	a z a h	a s a	a s a	a s a	a s h a	a s a	a s a
m a i k a	m i c a	m i c a	m i c a	m i c a	m i k a h	m i c a	m i c a
m a n a h a t	m a n a h a t h	m a n a h a t h	m a n a h a t h	m a n a h a t h	m a n a h	m a n a h a t h	m a n a h a t h
o k	o k	o c h	o c h	o c h	o g	o c h	o c h
g a l i l i	g a l i l e e	g a l i l i	g a l i l i	g a l i l i	g a l i l i a	g a l i l i	g a l i l i
b i k v a i	b i c v i	b i c v a i	b i c v a i	b i c v a i	b i c h b a i	b i c v a i	b i c v a i
j e s r i l	j i z r e e l	j e z r e e l	j e z r e e l	j e z r e e l	j e s h r i l	j e z r e e l	j e z r e e l
s p e n	z p e n	z p e n	z p e n	z p e n	z e n	z p e n	z p e n
s i m e i	s i m e i	s i m e i	s i m e i	s i m e i	s h i m e i	s i m e i	s i m e i
h a r o t	h a r o t h	h a r o t h	h a r o t h	h a r o t h	h a r o t h	h a r o t h	h a r o t h
t a l i t a	t a l i t h a	t a l i t h a	t a l i t h a	t a l i t h a	t a l i t h a	t a l i t h a	t a l i t h a
l a k i s	l a c h i s h	l a c h i s h	l a c h i s h	l a c h i s h	l a c h i s	l a c h i s h	l a c h i s h
t i m o t i	t i m o t h e e	t i m o t h e o s	t i m o t h e o s	t i m o t h e o s	t i m o t h i	t i m o t h e o s	t i m o t h e o s
e n o s	e n o s	e n o s	e n o s	e n o s	e n o s	e n o s	e n o s
j a e l	j a e l	j a e l	j a e l	j a e l	j e l	j a e l	j a e l
l u t	l u d	l u t h	l u t h	l u t h	l u t	l u t h	l u t h
a b i y a	a b i j a h	a b i j a h	a b i j a h	a b i j a h	a b i j a h	a b i j a h	a b i j a h
a l e k s a n d e r	a l e x a n d e r	a l e x a n d e r	a l e x a n d e r	a l e x a n d e r	a l e x a n d e r	a l e x a n d e r	a l e x a n d e r
l i b i a	l y b i a h	l i b i a h	l i b i a h	l i b i a h	l i b i a h	l i b i a h	l i b i a h
i s a k a r	i s h a c h a r	i s h a c h a r	i s h a c h a r	i s h a c h a r	i z a c a r	i s h a c h a r	i s h a c h a r
t r o f i m u s	t r o p h i m u s	t r o p h i m u s	t r o p h i m u s	t r o p h i m u s	t r o p h i m u s	t r o p h i m u s	t r o p h i m u s
h u s u g o	h u s h u	s h u h u g o	s h u h u g o	s h u h u g o	h u z u g o	s h u h u g o	s h u h u g o
j e b u s	j e b u s	j e b u s	j e b u s	j e b u s	j e b u z	j e b u s	j e b u s
m a t i t i a	m a t t i t i a	m a t t h i t t h i a	m a t t h i t t h i a	m a t t h i t t h i a	m a t h i t h i a h	m a t t h i t t h i a	m a t t h i t t h i a
k a l e p	c h a l e b	c h a l e p h	c h a l e p h	c h a l e p h	k a l e b	c h a l e p h	c h a l e p h
g a m a l i e l	g a m a l i e l	g a m a l i e l	g a m a l i e l	g a m a l i e l	g a m a l i e l	g a m a l i e l	g a m a l i e l
m i t i l i n i	m i t t i l e n e	m y t t i l i n i	m y t t i l i n i	m y t t i l i n i	m i t h i l i n i	m y t t i l i n i	m y t t i l i n i
t i k i k u s	t y c h i c u s	t y c h i c u s	t y c h i c u s	t y c h i c u s	t i c h i c u s	t y c h i c u s	t y c h i c u s
a b i g e l	a b i g e l	a b i g e l	a b i g e l	a b i g e l	a b i g e l	a b i g e l	a b i g e l
p a t r o b a s	p a t r o b a s	p a t r o b a s	p a t r o b a s	p a t r o b a s	p a t r o b a s	p a t r o b a s	p a t r o b a s
b e n a i a	b e n i a h	b e n a i a h	b e n a i a h	b e n a i a h	b e n a i a h	b e n a i a h	b e n a i a h
s i m e a	s i m e a h	s h i m e a	s h i m e a	s h i m e a	s h i m e a	s h i m e a	s h i m e a
p e r g a m u m	p e r g a m u m	p e r g a m u m	p e r g a m u m	p e r g a m u m	p e r g a m u m	p e r g a m u m	p e r g a m u m
t a i t u s	t i t u s	t i t u s	t i t u s	t i t u s	t i t u s	t i t u s	t i t u s
g i d e o n	g i d e o n	g i d e o n	g i d e o n	g i d e o n	g i d e o n	g i d e o n	g i d e o n
a m r a m	a m r a m	a m r a m	a m r a m	a m r a m	a m r a m	a m r a m	a m r a m
s e r u k	z e r u c h	z e r u c h	z e r u c h	z e r u c h	z e r u c h	z e r u c h	z e r u c h
