unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
p e l e g	p e l e g	p e l e g	p e l e g	p e l e g	p e l e g	p e l e g	p e l e g
a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m
l a o d i c e a	l a o d i c e a	l a u d i c e a	l a o d i c e a	l a u d i c e a	l a o d	l a o d i c e a	l a o d i c e a
e l i m a s	e l i m a s	e l i m a s	e l i m a s	e l i m a s	e l i m a s	e l i m a s	e l i m a s
a p i a	a p i a	a p p i a	a p p i a	a p p i a	a p p i a	a p p i a	a p p i a
c r e t a	c r e t h a	c r e t a	c r e t h a	c r e t a	c r e t h a	c r e t a	c r e t a
c u a r t o	c o a r t u s	c h a r t u s	c h u a r t u s	c h a r t u s	c a r t h a u s	c h a r t u s	c h a r t u s
j e f t e		j e p h t e	j e p h t e	j e p h t e	j e p h e t h	j e p h t e	j e p h t e
e v a	e v a	e v a	e v a	e v a	e h a	e v a	e v a
h e r m e s	h e r m e s	h e r m e s	h e r m e s	h e r m e s	h e r m e s	h e r m e s	h e r m e s
e s p a n a		e s p a ñ a	e s p a n n a	e s p a n a	s p a p h a	e s p a n a	e s p a n a
c l a u d i o	c l a u d i u s	c l a u d i u s	c l a u d i u s	c l a u d i u s	c l a u d i u s	c l a u d i u s	c l a u d i u s
i l i r i c o		i l i r i c u s	i l i r i c u s	i l i r i c u s	i l i i c u s	i l i r i c u s	i l i r i c u s
a p o l i o n		a p o l l i o	a p o l i o n	a p o l l i o	a p o l l i u n	a p o l i o n	a p o l l i o
m a l c o	m a l c u s	m a l c u s	m a l c h u s	m a l c u s	m a l c h	m a l c u s	m a l c u s
e m a n u e l	e m a n u e l	e m a n u e l	e m m a n u e l	e m a n u e l	e m n u e l	e m a n u e l	e m a n u e l
n e r e o	n e r e e	n e r e e	n e r e w	n e r e e	n e r e w	n e r e e	n e r e e
e u n i c e	e u n i c e	e u n i c e	e u n i c e	e u n i c e	c h o n i c e	e u n i c e	e u n i c e
c a p a d o c i a	c a p a d o k i a	c a p a d u c i a	c a p a d o k i a	c a p a d u c i a	c a p h a d	c a p a d o k i a	c a p a d o k i a
f i l i p o	p h i l i p u s	p h i l i p p u s	p h i l i p p u s	p h i l i p p u s	p h i l i p u s	p h i l i p p u s	p h i l i p p u s
c a i f a s		c a i p h a s	c a i p h a s	c a i p h a s	c a i p h a s	c a i p h a s	c a i p h a s
j u d a		j u d a	j u d a	j u d a	j u d a	j u d a	j u d a
n a h u m	n a h u m	n a h u m	n a h u m	n a h u m	n a h u m	n a h u m	n a h u m
e l i s a b e t	e l i s a b e t h	e l i s a b e t h	e l i s a b e t h	e l i s a b e t h	e l i s a b e t	e l i s a b e t h	e l i s a b e t h
