unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
n a a m a n	n a a m a n	n a a m a n	n a a m a n	n a a m a n	n a h e n	n a a m a n	n a a m a n
s u s a n a	s u s a n n a	s u s a n n a	s u s a n n a	s u s a n n a	s u s a n	s u s a n n a	s u s a n n a
a s i a	a c i a	a s i a	a s s i a	a s i a	a s i a	a s i a	a s i a
t i a t i r a	t i a t y r a	t i a t t h i r a	t i a t i r a	t i a t t h i r a	t i a t h i a	t i a t i r a	t i a t t h i r a
m a d i a n	m a d i a n	m a d i a n	m a d i a n	m a d i a n	m a d i a	m a d i a n	m a d i a n
d i a n a	d i a n n a	d i a n a	d i a n a	d i a n a	d i a n a	d i a n a	d i a n a
e l e a s a r	e l e a z a r	e l e a s a r	e l e a z a r	e l e a s a r	e l e a s	e l e a s a r	e l e a s a r
b o a n e r g e s	b o a n e r g e s	b o a n e r g e s	b o a n e r g e s	b o a n e r g e s	b o n n e r e s	b o a n e r g e s	b o a n e r g e s
l y s i a s	l y c i a s	l y s i a s	l y s i a s	l y s i a s	l y s i a s	l y s i a s	l y s i a s
p i l a t o	p i l a t u s	p i l a t u s	p i l a t u s	p i l a t u s	p i l a t	p i l a t u s	p i l a t u s
b e t h	b e t h	b e t h	b e t h	b e t h	b e t h	b e t h	b e t h
s e m	s e m	s e m	s e m	s e m	s h i m	s e m	s e m
m i t i l e n e	m i t i l e n e	m i t i l e n e	m i t i l e n e	m i t i l e n e	m i t i l a	m i t i l e n e	m i t i l e n e
t a r s i s	t a r s i s	t a r s i s	t a r s i s	t a r s i s	t a r s h i s	t a r s i s	t a r s i s
a b i a t a r	a b i a t h a r	a b i a t h a r	a b i a t h a r	a b i a t h a r	a b i a r	a b i a t h a r	a b i a t h a r
a b b a	a b b a	a b b a	a b b a	a b b a	a b b a	a b b a	a b b a
h e b r e a	h e b r e a	h e b r e a	h e b r e a	h e b r e a	h e b r e a	h e b r e a	h e b r e a
f a r a o n	p h a r a o n	p h a r a o n	p h a r a o n	p h a r a o n	h a r a n	p h a r a o n	p h a r a o n
n a i n	n a i n	n a i n	n a i n	n a i n	n a i n	n a i n	n a i n
j o a t a m	j o a t a m	j o a t h a m	j o a t a m	j o a t h a m	l u k e t	j o a t a m	j o a t a m
t i m o n		t i m o n	t i m o n	t i m o n	t i m o n	t i m o n	t i m o n
a c h i m	a k i m	a c h i m	a c h i m	a c h i m	h a k e m	a c h i m	a c h i m
f e l i x	p h i l i x	p e l i x	p h o e l i x	p e l i x	p h i l i d	p e l i x	p e l i x
j o s a f a t	j o s a a t h	j o s a p h a t	j o s a p h a t	j o s a p h a t	j o s a p h a	j o s a p h a t	j o s a p h a t
a c a y a	a c	a c a i a	a c a y a	a c a i a	a k a	a c a y a	a c a i a
e f a t h a	e p h a t h a	e p h a t h a	e p h a t h a	e p h a t h a	e p a t h a	e p h a t h a	e p h a t h a
f e s t o	p h e s t u s	p h e s t u s	p h e s t u s	p h e s t u s	p e s t u s	p h e s t u s	p h e s t u s
s a f i r a	s a p h i r a	s a p h i r a	s a p h i r a	s a p h i r a	s a p i r a	s a p h i r a	s a p h i r a
c a n a	c a n a	c a n a	c a n a	c a n a	c a n a	c a n a	c a n a
