unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
g e t s e m a n i	g e t h e m a n i	g e t h s h e m a n i	g e t h s h e m a n i	g e t h s h e m a n i	m e t h a n i s	g e t h s h e m a n i	g e t h s h e m a n i
s e n a s	s e n a s	s h e n a s	s h e n a s	s h e n a s	s e n a s	s e n a s	s h e n a s
u h - b a n		u r b a n n a	u r b a n	u r b a n n a	l e b a n	u r b a n n a	u r b a n n a
r i k o n i k a s	l u k a o n i c a s	l y c o n i c a s	l y c o n i c a s	l y c o n i c a s	l i c o n i c	l y c o n i c a s	l y c o n i c a s
b e h - n a b e h		b e r n a b e t h	b e r n a b e t h	b e r n a b e t h	b e r	b e r n a b e t h	b e r n a b e t h
s a w - r u	s a u l	s a u l	s a u l	s a u l	s a l o l	s a u l	s a u l
a s o s		a s o s	a s o s	a s o s	a s o s	a s o s	a s o s
t e w - d a s	t e u d a s	t e r o d a s	t h e u d a s	t e r o d a s	t e r g a s	t e r o d a s	t e r o d a s
m i d i j a n		m i d i a n n a	m i d i a n	m i d i a n n a	m i d i a	m i d i a n n a	m i d i a n n a
a s a	a s a	a z a	a s a	a z a	a s a s	a s a	a s a
e r i j a k i m		e l i j a r c h i m u s	e l i j a c h i m	e l i j a r c h i m u s	e l i a m	e l i j a r c h i m u s	e l i j a r c h i m u s
k a i h		c a i n	c a i n	c a i n	c a r d a	c a i n	c a i n
r i d a	l u d	l y d a	l i d a	l y d a	l i d i a	l y d a	l y d a
p i r e t	p h i l e t u s	p h i l e t u s	p h i l e t u s	p h i l e t u s	p i l e t u s	p h i l e t u s	p h i l e t u s
b e t s a j - d a	b e t h a i d	b e t h s a i d a	b e t h s a i d a	b e t h s a i d a	b e t h a s	b e t h s a i d a	b e t h s a i d a
s a r - d e s	s a r d e s	s a l d e s	s a l d e s	s a l d e s	s a l d e n	s a l d e s	s a l d e s
m i t i r e n		m i t y r e n	m i t y r e n	m i t y r e n	m i l e n	m i t y r e n	m i t y r e n
e s - t e p a n a s	s t e p p a n a s	e s t e p h a n a s	e s t e p h a n a s	e s t e p h a n a s	e s t e p h a s	e s t e p h a n a s	e s t e p h a n a s
a b e w		a b e w	a b e w	a b e w	a b b	a b e w	a b e w
a b a d o n		a b b a d o n	a b b a d o n	a b b a d o n	a b	a b b a d o n	a b b a d o n
i j e r a p	i e r a p h	y e r a p h o r u s	i e l a p h o r u s	y e r a p h o r u s	i e l	y e r a p h o r u s	y e r a p h o r u s
a s e e r	a s h e r	a s h e l	a s h e e l	a s h e l	a s e l p h	a s h e l	a s h e l
n a i n		n a i n	n a i n	n a i n	n a r n a	n a i n	n a i n
j o s u w e h		j o s u v e h	j o s u v e h	j o s u v e h	j o s	j o s u v e h	j o s u v e h
t a d e w		t a d e l	t a d e l	t a d e l	t a r e b	t a d e l	t a d e l
a d a r a m i t	a d a l a m i t u s	a d a l a m i t u s	a d a l a m i t u s	a d a l a m i t u s	a d l a m i t h a	a d a l a m i t u s	a d a l a m i t u s
e w - p a r a t		e o p a r t u s	e o p a l a t u s	e o p a r t u s	e p h o l a t	e o p a r t u s	e o p a r t u s
j a n e s	j a n e s	j a n e s	j a n e s	j a n e s	j a n e s	j a n e s	j a n e s
d o	d u s	j e h o v a h	j e h o v a h	j e h o v a h	j e h o v a h	j e h o v a h	j e h o v a h
e r a s	e l a s	e l a s	e l a s	e l a s	e l a s	e l a s	e l a s
e w - t i k o	e u t i c u s	e l t i c u s	e l t i c u s	e l t i c u s	e l t i c u s	e l t i c u s	e l t i c u s
r o d e	l o d e	r h o d e	r o d e	r h o d e	l o d e	r o d e	r h o d e
k a p a d o s	c a p a d o s	c a p a d o s	c a p a d o s	c a p a d o s	c a p h a d	c a p a d o s	c a p a d o s
b e t a n i j a	b e t a n i a	b e t h a n i a	b e t h a n i a	b e t h a n i a	b e t h a n i a	b e t h a n i a	b e t h a n i a
