unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
u t u l e	u t u l l	u t u l e	u t u l e	u t u l e	u t t u l	u t u l e	u t u l e
e l i a s		e l i a s	e l i a s	e l i a s	e l i a s	e l i a s	e l i a s
e p a f r a s	e p a p h r a s	e p a p h r a s	e p a p h r a s	e p a p h r a s	e p h r a s	e p a p h r a s	e p a p h r a s
a q u i l a		a k i l a	a c c u i l a	a k i l a	a c h u l a	a k i l a	a k i l a
k u e  i t o		k u s h	k u e i t u s	k u s h	m u s	k u s h	k u s h
r a h a b	r a h a b	r a h a b	r a h a b	r a h a b	r a h a	r a h a b	r a h a b
j u d i o w a k	j i h u d o y e e	j i h u d o y a	j u d i o y e e	j i h u d o y a	j u d u s	j i h u d o y a	j i h u d o y a
g a b r i e l	g a b r i e l	g a b r i e l	g a b r i e l	g a b r i e l	g a b r i a l	g a b r i e l	g a b r i e l
h e r o d e s	h e r o d	h e r o d e s	h e r o d e s	h e r o d e s	h e r o d	h e r o d e s	h e r o d e s
s i c a r	s i c h a r	s y c a r	s i c a r	s y c a r	s i c a r	s i c a r	s i c a r
c l e m e n t e	c l e m e n	c l e m e n t e	c l e m e n t e	c l e m e n t e	c l e m	c l e m e n t e	c l e m e n t e
i s a i a s		i s a i a s	i s a i a s	i s a i a s	i s a i a	i s a i a s	i s a i a s
a p i o	a p i u s	a p i u s	a p i u s	a p i u s	a p i s	a p i u s	a p i u s
m a r i a		m a r i a	m a r i a	m a r i a	m a r i a	m a r i a	m a r i a
i s c a r i o t e	i s c h a r i o t h e	i s c a r i o t e	i s c h a r i o t h e	i s c a r i o t e	n i s a	i s c a r i o t e	i s c a r i o t e
n i c a n o r	n i c a n o r	n i c a n o r	n i c a n o r	n i c a n o r	n i c a r o n	n i c a n o r	n i c a n o r
e v a	e v a	e v a	e v a	e v a	j e h a	e v a	e v a
c a r p o	c h a r p u s	c a r p u s	c a r p u s	c a r p u s	c a r p u s	c a r p u s	c a r p u s
f e b e	p h e b e	f e b e	p h e b e	f e b e	p h e e	f e b e	f e b e
c a i n		c a i n	c a i n	c a i n	c a i n	c a i n	c a i n
j u n i a s	j o n i c u s	j u n i a s	j u n i a s	j u n i a s	j u n i a s	j u n i a s	j u n i a s
e v o d i a	e v o d i a	e v o d i a	e v o d i a	e v o d i a	e u d i a	e v o d i a	e v o d i a
e n o s		e n o s	e n o s	e n o s	e n o s	e n o s	e n o s
a b i l i n i a	a b y l y n i a	a b y l y n i a	a b i l i n i a	a b y l y n i a	a b i l i a	a b y l y n i a	a b y l y n i a
a b e l	a b e l	a b e l	a b e l	a b e l	a b e l	a b e l	a b e l
f e n i c i a	p h e n i c i a	f e n i c i a	p h e n i c i a	f e n i c i a	p h e n i a	f e n i c i a	f e n i c i a
t e r c i o	t h e r c i u s	t e r c i u s	t h e r c i u s	t e r c i u s	t e r c i u s	t e r c i u s	t e r c i u s
a m p l i a t o	a m p l y a t u s	a m p l y a t u s	a m p l i a t h u s	a m p l y a t u s	a m o l	a m p l y a t u s	a m p l y a t u s
