unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
a k h a y a	a c h a i a h	a c h a i a	a c h a i a	a c h a i a	a c h a n	a c h a i a	a c h a i a
l o i s	l o i s	l o i s	l o i s	l o i s	l o s	l o i s	l o i s
e p e n e t u s	e p e n e t u s	e p e n e t u s	e p e n e t u s	e p e n e t u s	e p h e n a s	e p e n e t u s	e p e n e t u s
a k w i l a	a k v i l l a	a c v i l a	a c v i l a	a c v i l a	a c h i l a	a c v i l a	a c v i l a
d a l m a n u t a	d a l m a n u t h a	d a l m a n u t a	d a l m a n u t a	d a l m a n u t a	d e l m a n	d a l m a n u t a	d a l m a n u t a
r a m a	r a m a	r a m a	r a m a	r a m a	a r a m	r a m a	r a m a
u n a	u n a	a n n a	u n a	a n n a	u n a n	u n a	u n a
g a d a r a	g a d a r a	g a d a r a	g a d a r a	g a d a r a	g a d a r	g a d a r a	g a d a r a
h e r o d i o n	h e r o d i o n	h e r o d i o n	h e r o d i o n	h e r o d i o n	h e r o d i n	h e r o d i o n	h e r o d i o n
s t e f a n u s	s t e p h a n u s	s t e p h a n u s	s t e p h a n u s	s t e p h a n u s	s h e t a n	s t e p h a n u s	s t e p h a n u s
k l o p a s	c l o p a s	c l o p a s	c l o p a s	c l o p a s	c l o p a s	c l o p a s	c l o p a s
i s r a e l	i s r a e l	i s r a e l	i s r a e l	i s r a e l	i s h r a	i s r a e l	i s r a e l
a p o l i o n	a p o l i o n	a p o l i o n	a p o l i o n	a p o l i o n	a l o l i o n	a p o l i o n	a p o l i o n
m a r k u s	m a r c u s	m a r c u s	m a r c u s	m a r c u s	m a r c u s	m a r c u s	m a r c u s
i s r a e l	i s r a e l	i s r a e l	i s r a e l	i s r a e l	i s h r a	i s r a e l	i s r a e l
n i k o d e m u s	n i c o d e m u s	n i c o d e m u s	n i c o d e m u s	n i c o d e m u s	n i c o d	n i c o d e m u s	n i c o d e m u s
f e s t u s	p h e s t u s	p h e s t u s	p h e s t u s	p h e s t u s	p h e s t u s	p h e s t u s	p h e s t u s
k e n g k r e a	c e n c h r e a	c e n c h r e a	c e n c h r e a	c e n c h r e a	c e n n e r	c e n c h r e a	c e n c h r e a
f e b e	p h e b e	p h e b e	p h e b e	p h e b e	p h e b e	p h e b e	p h e b e
