unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
s i m a t h	s h i m a t h	s h i m e a t h	s h i m e a t h	s h i m e a t h	s i m a t h	s h i m e a t h	s h i m e a t h
k i r	k i r	k i r	k i r	k i r	z i r	k i r	k i r
k a m b a l	k a m b a l	c h m b a l	c h m b a l	c h m b a l	e m b a l	c h m b a l	c h m b a l
b e r e a	b e r e a	b e r e a	b e r e a	b e r e a	b e r e a	b e r e a	b e r e a
s a f i r a	s h a p h i r a	s a p h i r a	s a p h i r a	s a p h i r a	s h i r a	s a p h i r a	s a p h i r a
j a e l	j a e l	j a e l	j a e l	j a e l	j a e l	j a e l	j a e l
m a c e d o n i a	m a c e d o n i a	m a k e d u n i a	m a k e d u n i a	m a k e d u n i a	m a k e d o n i a	m a k e d u n i a	m a k e d u n i a
t a l m a i	t a l m a i	t a l m a i	t a l m a i	t a l m a i	t a l m a i	t a l m a i	t a l m a i
a z o r	a z o r	a z o r	a z o r	a z o r	a z o r	a z o r	a z o r
a b b a	a b b a h	a b b a	a b b a	a b b a	a b b a h	a b b a	a b b a
m e r i b a	m e r i b a	m e r i b a	m e r i b a	m e r i b a	m e r i b a h	m e r i b a	m e r i b a
j e d u t h u n	j e d u t h u n	j e d u t h u n	j e d u t h u n	j e d u t h u n	j e d u t h u n	j e d u t h u n	j e d u t h u n
a p e l e s	a p e l e s	a p e l e s	a p e l e s	a p e l e s	a p h e l e s	a p e l e s	a p e l e s
j e r e m i a s	j e r e m i a h	j e r e m i a h	j e r e m i a h	j e r e m i a h	j e r e m i a h	j e r e m i a h	j e r e m i a h
b a a l	b a a l	b a a l	b a a l	b a a l	b a a l	b a a l	b a a l
e b e d	e b e d	e b e d	e b e d	e b e d	e b e d	e b e d	e b e d
b e r n a b e	b e r n a b a	n a b a	n a b a	n a b a	b e r n a b e l	n a b a	n a b a
b a r s a b a s	b a r s a b a s	b a r s a b b a s	b a r s a b b a s	b a r s a b b a s	b a r s h a b a	b a r s a b b a s	b a r s a b b a s
b e s e r	b e s h e r	b e s h e r	b e s h e r	b e s h e r	b e s e r	b e s h e r	b e s h e r
c e n c r e a	c e n c h r e a	c e n c h r e a	c e n c h r e a	c e n c h r e a	k e n c r e a	c e n c h r e a	c e n c h r e a
e p h a t h a	e p h a t h a	e p h a t h a	e p h a t h a	e p h a t h a	e p h a t h a	e p h a t h a	e p h a t h a
e s t e f a n a s	s t e p h a n a s	e s t e p h a n a s	e s t e p h a n a s	e s t e p h a n a s	e s t e p s	e s t e p h a n a s	e s t e p h a n a s
s a u l	s h a u l	s h a u l	s h a u l	s h a u l	s a u l	s h a u l	s h a u l
b a r t o l o m e	b a r t o l o m e	b a r t o l o m e	b a r t o l o m e	b a r t o l o m e	b a r t o l e m	b a r t o l o m e	b a r t o l o m e
j a c o b	j a k u b	j a k u b	j a k u b	j a k u b	j a h o b	j a k u b	j a k u b
a n a	a n n a	a n a	a n a	a n a	a n n a h	a n a	a n a
e l a m	e l a m	e l a m	e l a m	e l a m	e l a m	e l a m	e l a m
c r i s t o	m e s s i a	c r i s t u s	c r i s t u s	c r i s t u s	c r s t u s	c r i s t u s	c r i s t u s
m i r a	m i r a	m i r a	m i r a	m i r a	m i r a	m i r a	m i r a
g o s e n	g o s e n	g o s e n	g o s e n	g o s e n	g o s h e n	g o s e n	g o s e n
t o l e m a i d a	t o l e m a i d a	t o l e m a i d a	t o l e m a i d a	t o l e m a i d a	t o l e m	t o l e m a i d a	t o l e m a i d a
m a g d a l e n a	m a g d a l a	m a g d a l a	m a g d a l a	m a g d a l a	m a g a l e n	m a g d a l a	m a g d a l a
t a m a r	t a m a r	t a m a r	t a m a r	t a m a r	t a m a r	t a m a r	t a m a r
a c h a n	a h a n	a c h a n	a c h a n	a c h a n	a h a n	a c h a n	a c h a n
a s a p h	a s h a p h	a s h a p h	a s h a p h	a s h a p h	a s a p h	a s h a p h	a s h a p h
s o p a t r o	z e p a t e r	z e p a t r o	z e p a t r o	z e p a t r o	s o p a t r u s	z e p a t r o	z e p a t r o
c l a u d i o	c l a u d i u s	c l a u d i o	c l a u d i o	c l a u d i o	c l u d i u s	c l a u d i o	c l a u d i o
h a s e r o t h	h a s h e r o t h	h a s h e r o t h	h a s h e r o t h	h a s h e r o t h	h a s e r o t h	h a s h e r o t h	h a s h e r o t h
