unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
e j i p t	m i t s r a y i m	e g i p t	e g i p p u s t u s	e g i p t	e s i p p u t	e g i p t	e g i p t
a b l a a h a a n m		a b r a h a m	a b r a h a m	a b r a h a m	a b a m a n	a b r a h a m	a b r a h a m
l a o d i i s e		l a o d i c e a	l a o d i c e	l a o d i c e a	l a d o s	l a o d i c e a	l a o d i c e a
e n o k		e n o k	e n o k	e n o k	e n n o s	e n o k	e n o k
s a n n		s a n n	s a n n	s a n n	s a n o n	s a n n	s a n n
k l e s e n s	c l e z e n	c l e z e n s	c l e s s e n s	c l e z e n s	c r e s e n	c l e z e n s	c l e z e n s
p i i l u s	p i l u s	p i l u s	p i l u s	p i l u s	p i r u s	p i l u s	p i l u s
s e l i i k o	s e l i c o s	j e r i c o	s e r i c o	j e r i c o	s e l i c h o s	j e r i c o	j e r i c o
f e l i i k s	p h o e l i s	p h o e l i x	p h e r i c u s	p h o e l i x	p h e r i s h i s	p h o e l i x	p h o e l i x
h e l m o j e n n	h e r m o g e n e	h e r m o g u s e n e	h e r m o g e n n	h e r m o g u s e n e	h e l m o s o n	h e r m o g u s e n e	h e r m o g u s e n e
e s p a n y a		e s p h a n j a h	e s p a n j a	e s p h a n j a h	e s h o n	e s p h a n j a h	e s p h a n j a h
l i i n u s	l y n u s	l i n u s	l i n u s	l i n u s	l i n u s	l i n u s	l i n u s
e m a a n u e l		e m a n u e l	e m a n u e l	e m a n u e l	e m	e m a n u e l	e m a n u e l
a p u o l u o s	a p o l o s	a p o l o s s a e	a p o l o s	a p o l o s s a e	a p u l o s	a p o l o s	a p o l o s
s a a m o		s a m o	s a m o	s a m o	s a m o n	s a m o	s a m o
i s a a k		i s a k	i s a c h	i s a k	s i s a s	i s a k	i s a k
d o	d e	d o	d o	d o	d o d	d o	d o
e f o d i	e p h o d i a	e p h o d i	e p h o d i	e p h o d i	e v o d i a	e p h o d i	e p h o d i
k a n d a a s		c a n d a s	c a n d a s	c a n d a s	c a n d a s	c a n d a s	c a n d a s
f i i l i i p	p h i l i p p u s	p h i l i p p u s	p h i l i p p u s	p h i l i p p u s	p h i r i p i p u s	p h i l i p p u s	p h i l i p p u s
s e s a a l		c e s a r	c e s a r	c e s a r	s e r s h a l	c e s a r	c e s a r
s u u d	j u d	j u d	j u d	j u d	j u d a	j u d	j u d
k a n d a a s		c a n d a s	c a n d a s	c a n d a s	c a n d a s	c a n d a s	c a n d a s
e m a u s		e m e u s	e m a u s	e m e u s	e m e s u s	e m a u s	e m e u s
a b i i l e n n	a b i l e n e	a b y l e n e	a b y l e n e	a b y l e n e	a b i l o n	a b y l e n e	a b y l e n e
a b e l	a b e l	a b e l	a b e l	a b e l	a b e l	a b e l	a b e l
f i i l i i p	p h i l i p p u s	p h i l i p p u s	p h i l i p p u s	p h i l i p p u s	p h i r i p i p u s	p h i l i p p u s	p h i l i p p u s
