unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
d o r k a s	d o r c a s	d o r c a s	d o r c h a s	d o r c a s	d o r c a s	d o r c a s	d o r c a s
a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a	a b r a h a m	a b r a h a m
l a o d i s i a	l a o d i c i a	l a o d i k e i a	l a o d i k e i a	l a o d i k e i a	l o d i c i a	l a o d i k e i a	l a o d i k e i a
e l i u t	e l i u d	e l i u t	e l i u t	e l i u t	e l i u s	e l i u t	e l i u t
a b a d o n	a b a d d o n	a b a d o n	a b a d o n	a b a d o n	a b a d o n	a b a d o n	a b a d o n
k o r n i l i u s	c o r n i l i u s	c o r n i l i u s	c o r n i l i u s	c o r n i l i u s	c o r n i a u s	c o r n i l i u s	c o r n i l i u s
k w a r t u s	q u a r t u s	q u a r t u s	q u a r t u s	q u a r t u s	c u a r t u s	q u a r t u s	q u a r t u s
j e r e m a i a	j e r e m i a h	j e r e m a i a	j e r e m a i a	j e r e m a i a	j e r e m	j e r e m a i a	j e r e m a i a
y u f r e t i s	e u p h r e t i s	j u f r e t i s	j u f r e t i s	j u f r e t i s	j u p h e d i s	j u f r e t i s	j u f r e t i s
h i b r u	h i b r e w	h i b r u	h i b r u	h i b r u	e v e r	h i b r u	h i b r u
s t a k i s	s t a c h i s	s t a k i s	s t a c h i s	s t a k i s	s t a c h i s	s t a k i s	s t a k i s
k u s a	c h u s a	c u s	c u s	c u s	c u s a	c u s	c u s
a i k o n i a m	i c o n i a m	a i c o n i a m	a i c o n i a m	a i c o n i a m	a i c o n i a	a i c o n i a m	a i c o n i a m
a p o l o s	a p o l o s	a p o l o s	a p o l o s	a p o l o s	a p o l u s	a p o l o s	a p o l o s
t a r i NG o q n e j		t a r i ŋ o n n e j	t a r i NG o n n e j	t a r i NG o n n e j	n a r i s o n	t a r i NG o n n e j	t a r i NG o n n e j
b l a n k	b l a n c	b l a n c h	b l a n c h	b l a n c h	b a n n a	b l a n c h	b l a n c h
n a s a r e t	n a z a r e t	n a z a r e t	n a z a r e t	n a z a r e t	n a s a r	n a z a r e t	n a z a r e t
e s l i	n a g g a i	e s l i	e s l i	e s l i	e s i l	e s l i	e s l i
l a q a j q a	l a c a	l a n a j a r	l a s a j s a	l a n a j a r	l a l i a	l a n a j a r	l a n a j a r
f i l i p a i	p h i l i p a i	p h i l i p a i	p h i l i p e	p h i l i p a i	p h i l i p o	p h i l i p a i	p h i l i p a i
s i s a r i a	c e s a r i a	c e s a r i a	s e s a r i a	c e s a r i a	s y s i a	c e s a r i a	c e s a r i a
j u d a s	j u d a s	j u d a s	j u d a s	j u d a s	j u d a s	j u d a s	j u d a s
a i s a i a	i s a i a	i s a i a	i s a i a	i s a i a	i s a i a	i s a i a	i s a i a
e l i s a	e l i z a	e l i z a	e l i z a	e l i z a	e l i s a	e l i z a	e l i z a
a b i l e n e	a b y l e n e	a b y l e n e	a b y l e n e	a b y l e n e	a b i l e n	a b y l e n e	a b y l e n e
a b e l	a b e l	a b e l	a b e l	a b e l	a b e l	a b e l	a b e l
