unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
a l e x a n d r u	a l e x a n d r u s	a l e x a n d r u s	a l e x a n d r u s	a l e x a n d r u s	a l e x a n d e r	a l e x a n d r u s	a l e x a n d r u s
b a l a '	b a l a	b a l a a e l	b a l a a e l	b a l a a e l	b a l a k	b a l a a e l	b a l a a e l
s i l o a m	s i l o a m	s i l a a m	s i l l o s a m	s i l a a m	i l e o s	s i l o a m	s i l a a m
t r o p h i m u	t r o p h i m o s	t r o p h i m u s	t r o p h i m u s	t r o p h i m u s	t r o p h e m u s	t r o p h i m u s	t r o p h i m u s
y u d a	j u d a s	j u d a	j u d a	j u d a	j u d u s	j u d a	j u d a
r e b e d k h a :	r e b e k a h	r e b e d c h a u s	r e b e k a h	r e b e d c h a u s	r e b e k h a	r e b e k a h	r e b e k a h
y e s e	j e s e	j e s e	j e n e s	j e s e	j e s e s	j e s e	j e s e
g a b a t h a	g a b a t h a	g a b a t h a	g a b a t h a	g a b a t h a	g a b a t h a	g a b a t h a	g a b a t h a
h e r o d	h e r o d	h e r o d	h e r o d	h e r o d	h e r o d	h e r o d	h e r o d
s u r i	s y r i s	s y r i	s y r i c u m	s y r i	s u r i	s u r i	s y r i
k h l e o p a	c l e o p p a	c h l e o p a s	c h l e o p a	c h l e o p a s	c h e e l	c h l e o p a s	c h l e o p a s
e s a i a	e s a i a s	e s a i a	e s a i a	e s a i a	e s a i a s	e s a i a	e s a i a
" v a n g " " "	v e n i a	j e h o r a m v a n g a l a	l v a n g a l a	j e h o r a m v a n g a l a	s h a n n a	j e h o r a m v a n g a l a	j e h o r a m v a n g a l a
m a n a s e	m n a s e n e s	m a n a s e	m a n a s e n e s	m a n a s e	m a n a s e s	m a n a s e	m a n a s e
i s k a r o d	i s c r o d	i s c e r o d	i s c h a r o d	i s c e r o d	i s c a r	i s c e r o d	i s c e r o d
n e r e a	n e r e a	n e r e a	n e r e a	n e r e a	n e r e w n	n e r e a	n e r e a
" u t u k h u " " "	u t y c h u a	j e h o r a m y t y c h u s h a h	a u s t y c h u s a l a	j e h o r a m y t y c h u s h a h	j y t h u s	j e h o r a m y t y c h u s h a h	j e h o r a m y t y c h u s h a h
k a r u	c a r u s	c a r u s	c a r u s	c a r u s	c a r u s	c a r u s	c a r u s
p h o n i s h a	p h e n i s h a	p h o n i s h a	p h o n i s h a	p h o n i s h a	p h h i s a	p h o n i s h a	p h o n i s h a
s a l a	s a l a	s a l a	s a l a	s a l a	s a l a s	s a l a	s a l a
y u l i a	j u l i a	j u l i a	j u l i a	j u l i a	j u l i a	j u l i a	j u l i a
l u - i	l o i s	l y s i a	l y s i u s	l y s i a	l u i s	l y s i a	l y s i a
k a i n a n	c a e n a a n	c a i n a n	c a n a n	c a i n a n	c a i a n	c a i n a n	c a i n a n
a b i u	a b i u s	a b i u s	a b i u s	a b i u s	a g i u s	a b i u s	a b i u s
a b e l a	a b e l	a b e l a	a b e l	a b e l a	a b e l	a b e l a	a b e l a
p h o n i g	p h e n i c	p h o n i a h	p h o n i c e	p h o n i a h	p h e n i c e	p h o n i a h	p h o n i a h
