unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
i b r a h i i m a	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	i b a r	a b r a h a m	a b r a h a m
l e w i	l e u a	l e u i	l e u i	l e u i	l e e	l e u i	l e u i
e m m a w u s	e m m a u s	e m m a u s	e m m a u s	e m m a u s	e m m a u s	e m m a u s	e m m a u s
a p o l l i y o n	a p o l l i o n	a p o l l i o n	a p o l l i o n	a p o l l i o n	a p o l i o	a p o l l i o n	a p o l l i o n
k e r e s k e s	c r e s c e s	c r e s c e s	c r e s c e s	c r e s c e s	c e r e c h e s	c r e s c e s	c r e s c e s
r a m a	r a m	r a m a	r a m a	r a m a	r a m a	r a m a	r a m a
y e e s u	j e s u s	j e s u s	j e s u s	j e s u s	j e s h u s	j e s u s	j e s u s
f e l i k u s	p h o e l i c u s	p h e l i c u s	p h e l i c u s	p h e l i c u s	p h e l i c u s	p h e l i c u s	p h e l i c u s
h e r m o g e n e s	h e r m o g e n e s	h e r m o g e n n e s	h e r m o g e n n e s	h e r m o g e n n e s	h e r m o g e n e s	h e r m o g e n e s	h e r m o g e n n e s
e t i y e n	e t i e n	e t i e n	e t i e n	e t i e n	e t h i e n	e t i e n	e t i e n
w a d a		u a t	u a d a	u a t	u z a	u a t	u a t
p a a n y o	p a a n j o	p a a n j o	p a a n j o	p a a n j o	p a a n i o	p a a n j o	p a a n j o
a p o l l o s	a p o l l o s	a p o l l o s	a p o l l o s	a p o l l o s	a p p o l o s	a p o l l o s	a p o l l o s
m a n a s s a	m n a s s a	m n a s s a	m n a s s a	m n a s s a	m a n a s	m n a s s a	m n a s s a
i s i y a a k u	i s y g	i s i a a c u	i s i a a c u	i s i a a c u	i s h i a m	i s i a a c u	i s i a a c u
n i k o d e m u	n i c o d e m	n i c o d e m u	n i c o d e m u	n i c o d e m u	n i c o d e m	n i c o d e m u	n i c o d e m u
e w o d i	e u o d e	e u o d i	e u o d i	e u o d i	e d o	e u o d i	e u o d i
k a n d a k e	c a n d a c e	c a n d a c e	c a n d a c e	c a n d a c e	c a n d a	c a n d a c e	c a n d a c e
f i n i k i y a	p h i n i c i a	p h i n i c i a	p h i n i c i a	p h i n i c i a	p h i n i c h i a	p h i n i c i a	p h i n i c i a
r o m a	r o m e	r o m a	r o m a	r o m a	r o m a	r o m a	r o m a
y u h a n n a	j o h n	j o h n	j o h n	j o h n	j u h n a	j o h n	j o h n
h e s l i	h e s l i	h e s l i	h e s l i	h e s l i	h e s l i a	h e s l i	h e s l i
e l i m a s	e l i m a s	e l i m a s	e l i m a s	e l i m a s	e l i m a s	e l i m a s	e l i m a s
a b i l e n e	a b y l e n e	a b i l e n e	a b i l e n e	a b i l e n e	a b i l e n e	a b i l e n e	a b i l e n e
h a b i l a	h a b e l	h a b e l	h a b e l	h a b e l	p a b i l a	h a b e l	h a b e l
f e n i k a	p h o e n i c a	p h e n i c a	p h e n i c a	p h e n i c a	p h e n i c a	p h e n i c a	p h e n i c a
t a r a	t a r a	t a r a	t a r a	t a r a	t a r a	t a r a	t a r a
a m o s	a m o s	a m o s	a m o s	a m o s	a m o s	a m o s	a m o s
m a t t i y a s	m a t t h i a s	m a t t i a s	m a t t i a s	m a t t i a s	m a t t h i a s	m a t t i a s	m a t t i a s
s a r d i s	s a r d i s	s a r d i s	s a r d i s	s a r d i s	s a r d i s	s a r d i s	s a r d i s
a l e k s a n d i r i y a	a l e x a n d r i a	a l e x a n d i r i a	a l e x a n d i r i a	a l e x a n d i r i a	a l e k a n d i a	a l e x a n d i r i a	a l e x a n d i r i a
m b a d a a y		m b a g a i	m b a d a i	m b a g a i	m e b a i a	m b a g a i	m b a g a i
m e l k i	m e l c h i	m e l c i	m e l c h i	m e l c i	m e l c h i a	m e l c h i	m e l c h i
g a d a	g a d	g a d a	g a d a	g a d a	g a d a	g a d a	g a d a
b a r t i m e	b a r t h i m e	b a r t i m e	b a r t i m e	b a r t i m e	b a r t h e m e s	b a r t i m e	b a r t i m e
g o l g o t a	g o l g o t h a	g o l g o t a	g o l g o t a	g o l g o t a	g o l o t a	g o l g o t a	g o l g o t a
d u r u s i l l a	d u r u s i l l a	d u r u s i l l a	d u r u s i l l a	d u r u s i l l a	d	d u r u s i l l a	d u r u s i l l a
e n o s	e n o s	e n o s	e n o s	e n o s	e n o s	e n o s	e n o s
s i r a k u s	s y r a c u s	s i r a c u s	s i r a c u s	s i r a c u s	s y r a c u s	s i r a c u s	s i r a c u s
f i l o l o g u s	p h i l o l o g u s	p h i l o l o g u s	p h i l o l o g u s	p h i l o l o g u s	p h i o l o g u s	p h i l o l o g u s	p h i l o l o g u s
t i r i f e n a	t r y p h	t r y p h e n a	t r y p h e n a	t r y p h e n a	t y r i p h e	t r y p h e n a	t r y p h e n a
b a y t i l a a m a	b e t h l a a m	b e t h i l a a m	b e t h i l a a m	b e t h i l a a m	b a t h y l a m e l a	b e t h i l a a m	b e t h i l a a m
m i s r a	e g y p t	m i s r a	m i s r a	m i s r a	m y s r a	m i s r a	m i s r a
f e s t u s	p h e s t u s	p h e s t u s	p h e s t u s	p h e s t u s	p h e s t u s	p h e s t u s	p h e s t u s
e f r a y i m	e p h r a i m	e p h r a i m	e p h r a i m	e p h r a i m	e p h r a o l	e p h r a i m	e p h r a i m
i j a b e l	p h a b e l	i z a b e l	i z a b e l	i z a b e l	p a b e l	i z a b e l	i z a b e l
r a h a b	r a h a b	r a h a b	r a h a b	r a h a b	r a b a b	r a h a b	r a h a b
k i n i d u s	k i n i d u s	c i n i d u s	c i n i d u s	c i n i d u s	c i n i n	c i n i d u s	c i n i d u s
n e r i y u s	n e r i u s	n e r i u s	n e r i u s	n e r i u s	n e r i u s	n e r i u s	n e r i u s
e l i y a j a a r u	e l i a z a i u s	e l i a z a r u	e l i a z a a r u	e l i a z a r u	e l i a a	e l i a z a r u	e l i a z a r u
r e b e k k a	r h e b e c c	r e b e c c a	r e b e c c a	r e b e c c a	r e l e	r e b e c c a	r e b e c c a
j o p p e	z o p p e	z o p p e	z o p p e	z o p p e	z e p a p h e s	z o p p e	z o p p e
g a l i l i	g a l i l a	g a l i l i	g a l i l i	g a l i l i	g a l i l i a	g a l i l i	g a l i l i
n e f t a l i m	n e p h t a l i m	n e p h t a l i m	n e p h t a l i m	n e p h t a l i m	n e p h a l i m e	n e p h t a l i m	n e p h t a l i m
l a w d i k i y a	l a o d i c e a	l a o d i c i a	l a o d i c i a	l a o d i c i a	l a o d i c i a	l a o d i c i a	l a o d i c i a
c u j i d a n i	d u z i d a n i	t h s u z i d a n i	t h s u z i d a n i	t h s u z i d a n i	h u s h i a n	t h s u z i d a n i	t h s u z i d a n i
f i r i g i y a	p h i r i g i a	p h i r i g i a	p h i r i g i a	p h i r i g i a	p h i r o g i a	p h i r i g i a	p h i r i g i a
