unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
i b u r a y i m a	a b r a h a m	a b r a h a m	a b r a i m a	a b r a h a m	e b o r i a m	a b r a h a m	a b r a h a m
l a s i y a	l a s i a	l a s i a	l a s i a	l a s i a	l a z i a	l a s i a	l a s i a
i n o s i		e n o s	n o s	e n o s	y n o n	e n o s	e n o s
m u s u m e		m u s u m e	m u s u m e	m u s u m e	m u s h	m u s u m e	m u s u m e
i t i y o p i y a - k u n - t i g i	k u s h	t i o p i a - c u n - t g	t i o p i a - c u n - t g	t i o p i a - c u n - t g	k u s h	t i o p i a - c u n - t g	t i o p i a - c u n - t g
k u r i n i y a	c h r i n i a	c r i n i a	c r n i a	c r i n i a	c h o r e n i a	c r i n i a	c r i n i a
y e s i		j e s	j e s	j e s	j e z e z	j e s	j e s
k a b a t a	g a b a t h a	c a b a t	c a b a t a	c a b a t	c a b a t a r	c a b a t	c a b a t
h e r o d i y a s i		h e r o d i a s	h e r o d i a s	h e r o d i a s	h e r o d i a	h e r o d i a s	h e r o d i a s
s i t e f a n a s i		s t e p h a n n a s	s t e p h a n a s	s t e p h a n n a s	s y t h a n a	s t e p h a n n a s	s t e p h a n n a s
k a l i y o p a s i	c l i o p u s	g a l l i o p a s	g a l l i o p a s	g a l l i o p a s	c a l l o o p	g a l l i o p a s	g a l l i o p a s
y i s i k a r i y o t i		i s c r i o t	i s c h a r i o t	i s c r i o t	j e s i a	i s c r i o t	i s c r i o t
a p o l i y o n		a p o l i o n	a p o l i o n	a p o l i o n	a p o l o l	a p o l i o n	a p o l i o n
m a l a k a	m a l a c h a	m a l a a c	m a l a c h a	m a l a a c	m a r a k	m a l a c h a	m a l a c h a
l a t e g e n e		l a t e g e n e	l a t e g e n e	l a t e g e n e	l a r m e m e n	l a t e g e n e	l a t e g e n e
n a s a r e t i		n a s a r e t	n a s a r e t	n a s a r e t	n a n a r	n a s a r e t	n a s a r e t
y u t i k a s i	j u t y c u s	j u t c a s	j u t y c a s	j u t c a s	u u s h	j u t c a s	j u t c a s
