unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
a b a r a ' a m u	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b a r	a b r a h a m	a b r a h a m
a r e y o t i s i y a	l a o d i c i a	l a o d i s i a	l a o d i c e a	l a o d i s i a	a l i o d i a	l a o d i s i a	l a o d i s i a
i n o s i	a e n o s	n o s	a e n o s	n o s	j e o s	a e n o s	a e n o s
s u m a g i r a	s h i c i l l a	s u m a g i l l a	s h u m a g i r a	s u m a g i l l a	s a r a n	s u m a g i l l a	s u m a g i l l a
i t i y o p i y a	e t h i o p i a	i t i o p i a	e t h i o p i a	i t i o p i a	e t i o p i a	e t h i o p i a	e t h i o p i a
s o p a t a	s o p a t e r	s o p a t a	s o p a t h a	s o p a t a	s o p h a r	s o p a t a	s o p a t a
y e r u s a r e m i	u r i s h l e m	j e r u s a l e m	j e r i s h l e m	j e r u s a l e m	j e r u s	j e r u s a l e m	j e r u s a l e m
k a b a t a w e	g a b a t h	c a b a d a e	c a b a d a g e	c a b a d a e	c a r a h	c a b a d a e	c a b a d a e
e r o t i	h e r o d e s	h e r o d e s	h e r o d e s	h e r o d e s	e l o d	h e r o d e s	h e r o d e s
s i p e n i	s i p h e n	s i p h e n	s i p h e n e	s i p h e n	s e p h a n	s i p h e n	s i p h e n
k i r i y o p a s i	c r i o p a s	c r i o p a s	c r e o p a s	c r i o p a s	c i i o p u s	c r i o p a s	c r i o p a s
a i s a k i	e s a r c h	i s s a c e	i s h a c c h	i s s a c e	a s a c h a	i s s a c e	i s s a c e
a p o r i y o n i w e	a p o l i o n	a p o l i o n e	a p o l l i o n e	a p o l i o n e	a b o l i a	a p o l i o n e	a p o l i o n e
m a s e t o n i y a	m a k e d o n i a	m a k e d o n i a	m a k e d o n i a	m a k e d o n i a	m a t h o n i a	m a k e d o n i a	m a k e d o n i a
a i s a y a	e s a i a s	e s a i a s	e s a i a s	e s a i a s	a s i a a	e s a i a s	e s a i a s
n a s i s a s i	n a s i s u s	n a s s u s	n a s s u s	n a s s u s	n a s a s	n a s s u s	n a s s u s
y u t i k a s i	j u d i c u s	j u d i c u s	j u d i c u s	j u d i c u s	j e u d i a s	j u d i c u s	j u d i c u s
a u ' a r i r a s a	a l r i l l a z a	a u h a r i l a z a	a u h a r i l a s a	a u h a r i l a z a	a r a r i s	a u h a r i l a z a	a u h a r i l a z a
p i r i p i	p h i l i p	p h i l i p	p h i l i p	p h i l i p	p e r i p	p h i l i p	p h i l i p
