unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
a m p a - n a p i	a m	a m p a n a p i	a m p a n a p i	a m p a n a p i	a m o r	a m p a n a p i	a m p a n a p i
z o r o b a b e l	z o r o b a b e l	z o r o b a b e l	z o r o b a b e l	z o r o b a b e l	p h o r a d	z o r o b a b e l	z o r o b a b e l
u z i a s		u z i a s	u z i a s	u z i a s	j u s h	u z i a s	u z i a s
m e l l e d m a i c h u n	g e h e n n	m e l l e d m a i c h u n	m e l l e d m a i c h u n	m e l l e d m a i c h u n	m e l c h i a	m e l l e d m a i c h u n	m e l l e d m a i c h u n
b e r n a b e		b e r n a b a s	b e r n a b e	b e r n a b a s	b e r e n a	b e r n a b e	b e r n a b a s
s a l a d i n	s a l a	s a l a d i n	s a l a d i n	s a l a d i n	s a l a d	s a l a d i n	s a l a d i n
a r t e m a s	a r t e m a s	a r t e m a s	a r t e m a s	a r t e m a s	a r t h u s	a r t e m a s	a r t e m a s
t e u d a s	t h e u d a h	t e u d a s	t e u d a s	t e u d a s	h e d e s	t e u d a s	t e u d a s
m a h a l a l e e l d i n	m a h a l a l e e l	m a h a l a l e e l	m a h a l a l e e l	m a h a l a l e e l	m a r e d	m a h a l a l e e l	m a h a l a l e e l
o r m a s m a l g u	s a i s	o r m a s m a r s u	o r m a s m a l g u	o r m a s m a r s u	s	o r m a s m a l g u	o r m a s m a r s u
e l i a q u i m	e l i a c h y m	e l i a c h i m	e l i a c h i m	e l i a c h i m	e l i c u s	e l i a c h i m	e l i a c h i m
t i r o	t i r u s	t i r o	t i r o	t i r o	t i t h u s	t i r o	t i r o
m i r a - n e g - k w e b u r z h e	l u x	m i r a n e g - h s e b i z h e	m i r a n i g i e b i z h e	m i r a n e g - h s e b i z h e	m e r e n	m i r a n e g - h s e b i z h e	m i r a n e g - h s e b i z h e
f l e g o n t e g a	p h n o n u	p h l e g o n t e g a	p h l e g o n t e g a	p h l e g o n t e g a	c u s h	p h l e g o n t e g a	p h l e g o n t e g a
b e r e a j e	b e r	b e h r e a e	b e r e e	b e h r e a e	b e r e d	b e h r e a e	b e h r e a e
s e r e d	n a h	s e r e d	s e r e d	s e r e d	s y r e d	s e r e d	s e r e d
m a r i a		m a r i a	m a r i a	m a r i a	m a r r a r	m a r i a	m a r i a
