unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
m a t a n	m a t t h a n	m a t t h a n	m a t t h a n	m a t t h a n	m a t h a n	m a t t h a n	m a t t h a n
t i r u s	t i r u s	t i r u s	t i r u s	t i r u s	t i r u s	t i r u s	t i r u s
l i d a	l y d d a	l y d d a	l y d d a	l y d d a	l y d d a	l y d d a	l y d d a
m u s a	m o s e	m u s a	m u s a	m u s a	m o s h	m u s a	m u s a
s e t	s e t h	s e t	s e t	s e t	s e t h u s	s e t	s e t
a s o s	a s o s	a s o s	a s o s	a s o s	a s o s	a s o s	a s o s
t e o f i l u s	t h e o p h i l	t e o p h i l u s	t e o p h i l u s	t e o p h i l u s	t e o p h i l u s	t e o p h i l u s	t e o p h i l u s
m e s o p o t a m i a	m e s o p o t a m i a	m e s o p o t h a m i a h	m e s o p o t h a m i a h	m e s o p o t h a m i a h	m e s o p	m e s o p o t h a m i a h	m e s o p o t h a m i a h
a s d o d	a z o t u s	a s d o d	a s d o d	a s d o d	a z o d	a s d o d	a s d o d
e l i	e l i	e l i	e l i	e l i	e l i	e l i	e l i
r o m a	r o m e	r o m a	r o m e	r o m a	r o m a	r o m a	r o m a
l u k a s	l u c a s	l u c a s	l u k a s	l u c a s	l u k a s	l u k a s	l u c a s
f i l e m o n	p h i l e m o n	p h i l e m o n	p h i l e m o n	p h i l e m o n	p h i l e m o n	p h i l e m o n	p h i l e m o n
b e t l e h e m	b e t h l e h e m	b e t h - l e h e m	b e t h l e h e m	b e t h - l e h e m	b e t h e h	b e t h l e h e m	b e t h l e h e m
s e t a n g a	s e t h a g e e	s e t h a n g a	s e t h a n g a	s e t h a n g a	s e t h a n	s e t h a n g a	s e t h a n g a
m i l e t u s	m i l e t u s	m i l e t u s	m i l e t u s	m i l e t u s	m i l e t	m i l e t u s	m i l e t u s
s o s t e n e s	s o s t h e n e s	s o s t h e n e s	s o s t e n e s	s o s t h e n e s	s o s t e n e s	s o s t e n e s	s o s t h e n e s
h a b e l	h a b e l	h a b e l	h a b e l	h a b e l	a b e l	h a b e l	h a b e l
a b a d o n	a b a d o n	a b b a d o n	a b b a d o n	a b b a d o n	a b a d o n	a b a d o n	a b b a d o n
h e r o d e s	h e r o d	h e r o d e s	h e r o d e s	h e r o d e s	h e r o d	h e r o d e s	h e r o d e s
p a u l u s	p a u l	p a u l s	p a u l u s	p a u l s	p a u l	p a u l u s	p a u l s
