unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
e b e r	e b e r	e b e r	e b e r	e b e r	e b e r	e b e r	e b e r
a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a m	a b r a h a m	a b r a h a m
l a o d i s e a	l a o d i k e a	l a o d i s e a	l a o d i k e i a	l a o d i s e a	l a o d i s e a	l a o d i s e a	l a o d i s e a
e m a u s	e m a u s	e m a u s	e m a u s	e m a u s	e m a u s	e m a u s	e m a u s
a p o l i y o n	a p o l i o n	a p o l i o n	a p o l i j o n	a p o l i o n	a p o l i o n	a p o l i o n	a p o l i o n
k r e s e n s	c r e s h e n s	c r e s h e n s	c r e t h s e n s	c r e s h e n s	c r e n e n	c r e s h e n s	c r e s h e n s
k u a r t u s	c u a r t u s	c h u a r t u s	q u a r t u s	c h u a r t u s	c u r t u s	c h u a r t u s	c h u a r t u s
j e r e m i a	j e r e m i a	j e r e m i a	j e r e m i a	j e r e m i a	j e r e m i a	j e r e m i a	j e r e m i a
e v e	e v e	e v e	e v e	e v e	e z e	e v e	e v e
h e r m a s	h e r m a s	h e r m a s	h e r m a s	h e r m a s	h e r m a s	h e r m a s	h e r m a s
s p a i n	s p a i n	s p a i n	s p a i n	s p a i n	s s a i n	s p a i n	s p a i n
k l a u d i a	c l a u d i a	c l a u d i a	c l a u d i a	c l a u d i a	c l a u d i a	c l a u d i a	c l a u d i a
i d u m e a	i d u m e a	i d u m e a	i d u m e a	i d u m e a	i d u m e a	i d u m e a	i d u m e a
a p o l l o s	a p o l l o s	a p o l l o s	a p o l l o s	a p o l l o s	a p o l o s	a p o l l o s	a p o l l o s
y a ' a b	j e t a b	j a d a b	j a h m a b	j a d a b	e h o a b	j a d a b	j a d a b
i l l i r i k u m	i l l i r i c u m	i l l i r i c h u m	i l l i r i c h u m	i l l i r i c h u m	i l i a	i l l i r i c h u m	i l l i r i c h u m
