unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
s e r u b a b e l e	s e r u p a b e l	s e r u b a b e l	s e r u b a b e l	s e r u b a b e l	s r e b	s e r u b a b e l	s e r u b a b e l
u r u b a n a s a	r e w p h a n u s	r u b a n n a s	r u b a n n a s	r u b a n n a s	j a b n a s	r u b a n n a s	r u b a n n a s
l i d a n i	l y d	l y d a n i	l y d a n i	l y d a n i	l a d i a n	l y d a n i	l y d a n i
m o s e s e	m o s e s	m o s e s	m o s e s	m o s e s	m o s e s	m o s e s	m o s e s
s e g u n d a s a l a b i	z a c h u n t u s	z a c h u n t a s a l a p p i	s e r g u n t a r s a l a p p i	z a c h u n t a s a l a p p i	s h e c h a h	z a c h u n t a s a l a p p i	z a c h u n t a s a l a p p i
e s i a	a c i a	e s i a	e s i a	e s i a	e s a i a h	e s i a	e s i a
t e s a l o n a i g a	t e s a l o n y c h a	t h e s a l o n i c h a	t h e s a l o n a i c h a	t h e s a l o n i c h a	a s a l a n	t h e s a l o n i c h a	t h e s a l o n i c h a
k e r i s o	m e s s i a h	m e s s i a h	c h r i s o	m e s s i a h	c r i s o s	m e s s i a h	m e s s i a h
a d e m a s a d a b e	d i m a s t u b	a r t e m a s a d a b e	a r t e m a s a d a b e	a r t e m a s a d a b e	a t h e m t u s	a r t e m a s a d a b e	a r t e m a s a d a b e
i y i b i	m i t s r a y i m	y c h i p p i	y c h i p p i	y c h i p p i	s e p h a	y c h i p p i	y c h i p p i
b o a n e y i s i	b o a n n e l i s	b o a n n e j i s	b o a n n e j i s	b o a n n e j i s	b o a n n e s	b o a n n e j i s	b o a n n e j i s
l u g u	l u g	l u g	l u g	l u g	r e u	l u g	l u g
p e r i s i	p h a r i s	p h a r i s	p h a r i s	p h a r i s	p h a r i s e	p h a r i s	p h a r i s
b e d a n i	b e t h	b e t a n i	b e t h a n i	b e t a n i	b e t h a n i a h	b e t a n i	b e t a n i
m o	m o r	m o r	m o r	m o r	m o m	m o r	m o r
