unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
a b r a h a m u	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h	a b r a h a m	a b r a h a m
k o r a	c o r a h	c o r a h	c h o r a h	c o r a h	c o r a h	c o r a h	c o r a h
e l i s a b e t i	e l i s a b e t h	e l i s a b e t	e l i s a b e t i	e l i s a b e t	e l	e l i s a b e t i	e l i s a b e t
a f i a	a p h i a h	a p h i a	a p p i a	a p h i a	a p h i a s	a p h i a	a p h i a
k o s a m u	c o s a m	c h o s a m	c h o s a m u	c h o s a m	c o s a m	c o s a m	c h o s a m
p r o k o r o	p r o c h o r u s	p h r o c h o r u s	p h r o c h o r u s	p h r o c h o r u s	p h r o c o r	p h r o c h o r u s	p h r o c h o r u s
a a k o	a d o n a i	a a c u s	a a c u s	a a c u s	a a c h o s	a a c u s	a a c u s
f r a t i	p h r a t	p h r a t i	p h r a t i	p h r a t i	p h r a t h	p h r a t i	p h r a t i
e b r a n i a	e b r a n i a	e b r a n i a	e b r a n i a	e b r a n i a	e b r a n i a s	e b r a n i a	e b r a n i a
s m i r n a	s m y r n a	s m i r n a	s m i r n a	s m i r n a	s h y m	s m i r n a	s m i r n a
k i l i k i a	q u i l y c i a	c h i l i c i a	c h i l i c i a	c h i l i c i a	c i l i a	c h i l i c i a	c h i l i c i a
i k o n i o	i c o n i u s	i c o n i u s	i c o n i u s	i c o n i u s	i c o n i u s	i c o n i u s	i c o n i u s
a b a d o n i	a b a d d o n	a b a d d o n	a b a d d o n	a b a d d o n	a b a d o n	a b a d d o n	a b a d d o n
m a h a l e l i	m a h a l e l	m a h a l e l i	m a h a l e l i	m a h a l e l i	m a m a l e l	m a h a l e l i	m a h a l e l i
s a	s a	s a	s a	s a	s a p h	s a	s a
i d u m a y a	a l e m a e a	i d u m a j a	i d u m a j a	i d u m a j a	i d o m a e	i d u m a j a	i d u m a j a
n a h u m u	n a h u m	n a h u m	n a h u m	n a h u m	n a h	n a h u m	n a h u m
k u s h i	c u s h	c u s h	c u s h	c u s h	c u s h	c u s h	c u s h
k a p e r n a u m u	c a p p e r n a u m	c a p e r n a u m	c a p e r n a u m	c a p e r n a u m	c a p h e n	c a p e r n a u m	c a p e r n a u m
f i l a d e l f i a	p h i l a d e l p h i a h	p h i l a d e l p h i a	p h i l a d e l p h i a	p h i l a d e l p h i a	p h i l a d e	p h i l a d e l p h i a	p h i l a d e l p h i a
k a y a f a	c a i a p h a s	c a j a p h a	c a j a p h a	c a j a p h a	c h a e p h a s	c a j a p h a	c a j a p h a
y u d a	j u d a s	j u d a	j u d a	j u d a	j u d a h	j u d a	j u d a
e s a u	e s a	e s a u	e s a u	e s a u	e s a u s	e s a u	e s a u
e l i u d i	e l i u d	e l i u d i	e l i u d i	e l i u d i	e l i u d	e l i u d i	e l i u d i
a b i l e n e	a b i l e n e	a b y l e n e	a b y l e n e	a b y l e n e	a b i l a n e s	a b y l e n e	a b y l e n e
h a b i l i	h a b i l	h a b i l i	h a b i l i	h a b i l i	g a b o l	h a b i l i	h a b i l i
f i l e m o n i	p h i l e m o n	p h i l e m o n	p h i l e m o n	p h i l e m o n	p i l e m o n	p h i l e m o n	p h i l e m o n
s u s a n a	s h u s h a n a s	s h u s h a n a	s h u s h a n a	s h u s h a n a	s h u s h a n	s h u s h a n a	s h u s h a n a
a m o s i	a m o s	a m o s	a m o s	a m o s	a m o s	a m o s	a m o s
m a r t a	m a r t h a	m a r t h a	m a r t h a	m a r t h a	m a r t h a t	m a r t h a	m a r t h a
s a l m o n e	s a l r o n e s	s a l m o n e	s a l m o n e	s a l m o n e	s a l m o n	s a l m o n e	s a l m o n e
