unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
t a b i t a	t a b i t h a	t a b i t h a	t a b i t h a	t a b i t h a	t a b i a	t a b i t h a	t a b i t h a
i b r a h i m	a b r a h e m	a b r a h a m	a b r a h a m	a b r a h a m	i b e r a h	a b r a h a m	a b r a h a m
l i a z a r u	l y a z a r	l e a z a r	l e a z a r	l e a z a r	l a z a r	l e a z a r	l e a z a r
a l i m a s	e l i m a s	a l e m a s	a l e m a s	a l e m a s	a l i a s	a l e m a s	a l e m a s
a p o l o	e p o l o	a p o l o	a p o l o	a p o l o	a u u l	a p o l o	a p o l o
k a r n i l i y u s	c r n i l i u s	c a r n i l i u s	c a r n i l i u s	c a r n i l i u s	c a r n i e s	c a r n i l i u s	c a r n i l i u s
k a w a r i t a s	c e s r e t u s	c a m a r e t a s	c a m a r e t a s	c a m a r e t a s	c e s h r a	c a m a r e t a s	c a m a r e t a s
y e s u	j e s	j e s u s	j e s u s	j e s u s	j e s h u s	j e s u s	j e s u s
a w a	e s	a e a	a e a	a e a	a d a n	a e a	a e a
m a j a n a s	m a g a n n a s	m a g a n a s	m a g a n a s	m a g a n a s	m a g a n	m a g a n a s	m a g a n a s
i s t a k i s	s t a k i s	i s t a r c h i s	i s t a r c i s	i s t a r c h i s	i s t a c h a	i s t a r c h i s	i s t a r c h i s
k u z a	c u s a	c u z a	c u z a	c u z a	c h u s	c u z a	c u z a
i s h a k u	i s h a k	e s h a c u	i s h a c u	e s h a c u	e s a r	e s h a c u	e s h a c u
a b o l o	a b o l o	a p o l o	a p o l o	a p o l o	a b u l	a p o l o	a p o l o
m a n a y a n	m a n a i a n	m a n a a n	m a n a a n	m a n a a n	m a n a n	m a n a a n	m a n a a n
i s h a y a	i s h a i a	e s h a i a	e s h a i a	e s h a i a	e s h a a	e s h a i a	e s h a i a
