unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
l a o d i c e a	l a o d i c e a	l a o d i c e a	l a o d i c e a	l a o d i c e a	l a o d i c e a	l a o d i c e a	l a o d i c e a
c r i s p o	c r i s p u s	c r i s p p u s	c r i s p p u s	c r i s p p u s	c h i s p h o s	c r i s p p u s	c r i s p p u s
b o a n e r g e s	b o a n e r g a s	b o a n e r g e s	b o a n e r g e s	b o a n e r g e s	b e r n e g e s	b o a n e r g e s	b o a n e r g e s
m a t i a s		m a t t h i a s	m a t i a s	m a t t h i a s	m a t t a s	m a t i a s	m a t t h i a s
j u d a		j u d a h	j u d a	j u d a h	j u d a	j u d a	j u d a
o n e s i m o		o n e s i m u s	o n e s i m u s	o n e s i m u s	s o n e s i m	o n e s i m u s	o n e s i m u s
f i l e m o n		p h i l e m o n	p h i l e m o n	p h i l e m o n	p i l e m	p h i l e m o n	p h i l e m o n
z o r o b a b e l	z o r o b a b e l	z o r o b a b e l	z o r o b a b e l	z o r o b a b e l	h o r o b	z o r o b a b e l	z o r o b a b e l
c e n c r e a t e	c e n c h r e a	c e n c h r e a	c e n c r e a t e	c e n c h r e a	c e n c a r	c e n c h r e a	c e n c h r e a
t a l i t a	t a l	t a l i t h a	t a l i t h a	t a l i t h a	t a l i a	t a l i t h a	t a l i t h a
c l e m e n t e b e	c l e m e n s	c l e m e n t h e b e	c l e m e n t h e b e	c l e m e n t h e b e	c l e m	c l e m e n t h e b e	c l e m e n t h e b e
i s c a r i o t e	i s c h a r i u m	i s c h a r i o t e	i s c a r i o t e	i s c h a r i o t e	i s h a r i s	i s c a r i o t e	i s c h a r i o t e
a p o l i o n		a p o l l i o n	a p o l l i o	a p o l l i o n	a p o l i s	a p o l l i o n	a p o l l i o n
m a t a t a	m a t t a t h a	m a t t a t h a	m a t t a t h a	m a t t a t h a	m a t t h a t	m a t t a t h a	m a t t a t h a
i s r a e l i t e	j e w	i s r a e l i t e	i s r a e l i t e	i s r a e l i t e	i s h o r a e l	i s r a e l i t e	i s r a e l i t e
n o e		n o s h e a	n u s e	n o s h e a	j o h e n	n o s h e a	n o s h e a
f e s t o	p h e s t u s	p h e s t u s	p h e s t u s	p h e s t u s	p o s t t o s	p h e s t u s	p h e s t u s
c a s t o r		c a s t h o r	c a s t h o r	c a s t h o r	c a s t o r	c a s t h o r	c a s t h o r
p o l u x		p o l u x	p o l u x	p o l u x	p o l o s	p o l u x	p o l u x
s a l a	s a l a	s a l a	s a l a	s a l a	s a l a	s a l a	s a l a
j u n i a s	j u n i a s	j u n i a s	j u n i a s	j u n i a s	j u n i a h	j u n i a s	j u n i a s
e u t i c o	e u t i c u s	e u t h i c u s	e u t h i c u s	e u t h i c u s	e u t i c h i s	e u t h i c u s	e u t h i c u s
e p a f r o d i t o	e p a p h r o d i t u s	e p a p h r o d i t u s	e p a p h r o d i t u s	e p a p h r o d i t u s	e p h a r o s i s	e p a p h r o d i t u s	e p a p h r o d i t u s
a b i u d	a b i u d	a b i u d	a b i u d	a b i u d	a b i d u s	a b i u d	a b i u d
a b e l	a b e l	a b e l	a b e l	a b e l	a b e l	a b e l	a b e l
p o n c i o	p o n c i u s	p o n c i u s	p o n c i u s	p o n c i u s	p o n o s i s	p o n c i u s	p o n c i u s
t o m a s		t o m a s	t o m a s	t o m a s	t h o m a s	t o m a s	t o m a s
a m o n		a m o n	a m o n	a m o n	a m o n	a m o n	a m o n
k r i s t o	m e s t u s	h r i s t u s	h r i s t u s	h r i s t u s	s e r i s	h r i s t u s	h r i s t u s
