unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
a p o l l o s	a p o l l o s	a p o l l o s	a p o l l o s	a p o l l o s	a p p o l o s	a p o l l o s	a p o l l o s
k o r n e l i u s	c o r n e l i u s	c o r n e l i u s	c o r n e l i u s	c o r n e l i u s	c o r e s	c o r n e l i u s	c o r n e l i u s
s h a k i m	s h e c h e m	s h e c h e m	s h e c h e m	s h e c h e m	s a c i m	s h e c h e m	s h e c h e m
p i l a t u s	p i l a t u s	p e l a t u s	p h i l a t u s	p e l a t u s	p i l a t u s	p i l a t u s	p i l a t u s
y a k u n y a	j a c h i n	j a k u n j a	j a c h i n j a	j a k u n j a	j e u n	j a k u n j a	j a k u n j a
y u n i k i	j u n i c i a	j u n i c i a	j u n i c i a	j u n i c i a	j o n e c i a	j u n i c i a	j u n i c i a
h a n n a	h a n n a s	h a n n a	h a n n a	h a n n a	h a n a n	h a n n a	h a n n a
s i l o a m	s i l o a m	s i l o a m	s i l o a m	s i l o a m	s i l a m	s i l o a m	s i l o a m
k h u z a	c h u z a	c h u z a	c h u z a	c h u z a	c h o z a	c h u z a	c h u z a
h o s a n n a	h o s a n n a s	h o s a n n a	h o s a n n a	h o s a n n a	h o s a n	h o s a n n a	h o s a n n a
a p o l l o n i a h	a p o l l o n i a	a p o l l o n i a h	a p o l l o n i a h	a p o l l o n i a h	l a p o l o n i a	a p o l l o n i a h	a p o l l o n i a h
m a ' a t		m a v a t	m a a t	m a v a t	m a g a t	m a v a t	m a v a t
t a b i t a	t a b i t h a	t a b i t h a	t a b i t h a	t a b i t h a	t a b e t h a	t a b i t h a	t a b i t h a
h o s i a	h o s i a h	h o s i a	h o s i a	h o s i a	j o s i a	h o s i a	h o s i a
m u r a h	m o r a h	m o r r a h	m o r r a h	m o r r a h	g o r a h	m o r r a h	m o r r a h
y a s h ' a y a		j a s a i a	j a s a i a	j a s a i a	j a s e a	j a s a i a	j a s a i a
k a n a ' a n		c a n a a n	c a n a a n	c a n a a n	c a n a n	c a n a a n	c a n a a n
p e t r u s	k i p h a	p e t r u s	s h e m r u s	p e t r u s	p e t r u s	p e t r u s	p e t r u s
