unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
i b r a a h i m	a b r a h a m	a b r a h i m	a b r a h i m	a b r a h i m	i b a r a z i m	a b r a h i m	a b r a h i m
l a w d i i k i y a	l a o d i c e a	l a o d i c i a	l a o d i c i a	l a o d i c i a	l a u d i a	l a o d i c i a	l a o d i c i a
a l i m a s	a l e m a s	a l i m a s	a l e m a s	a l i m a s	a l i m a s	a l i m a s	a l i m a s
a a f i y a	a p h	a p p i a	a p p i a	a p p i a	a p a l i a	a p p i a	a p p i a
a d d i	a d d i	a d d i	a d d i	a d d i	a d d i a	a d d i	a d d i
r a h a b	r a h a b	r a h a b	r a h a b	r a h a b	r a z a b	r a h a b	r a h a b
i r m i y a	e r m i a	e r m i a	e r m i a	e r m i a	i m i a s	e r m i a	e r m i a
h a w w a a ' u	h a u a	h a u s a u	h a u s a u	h a u s a u	j u s h a h	h a u s a u	h a u s a u
h e r m e s	h e r m e s	h e r m e s	h e r m e s	h e r m e s	h e r m e s	h e r m e s	h e r m e s
i s t i f a a n u s	i s t i p e n u s	i s t i p a n u s	i s t i p a n u s	i s t i p a n u s	e s y p a n u s	i s t i p a n u s	i s t i p a n u s
k i l i i k i y a	c l y c i a	c l y c i a	c i l y c i a	c l y c i a	c e l i a l	c l y c i a	c l y c i a
i l i i r i k u m	e l i r i c u m	e l i r i c u m	e l i r i c u m	e l i r i c u m	e l i a m	e l i r i c u m	e l i r i c u m
a f o o l i y o n	a p h o l i o n	a p o l l i o n	a p o l l i o n	a p o l l i o n	a p h o l i u s	a p o l l i o n	a p o l l i o n
h u u d a	h u d a	u d a h	h u d a	u d a h	j u d a	h u d a	h u d a
i m a a n u w e l	e m m a n u e l	e m m a n u e l	i m a n u e l	e m m a n u e l	m e a n u l	e m m a n u e l	e m m a n u e l
n a j a r a t	n a z a r e t	n a z a r a t	n a z a r a t	n a z a r a t	n a z a r	n a z a r a t	n a z a r a t
y u n i s	l o i s	j u n i s	j u n i s	j u n i s	j u n i u s	j u n i s	j u n i s
k a f a r n a h u m	c a p p a r n a h u m	c a p p a r n a h u m	c a p p a r n a h u m	c a p p a r n a h u m	c a p h a n i a	c a p p a r n a h u m	c a p p a r n a h u m
f i i b i	p h y b	p i b e	p h y b i	p i b e	p e l i a l	p i b e	p i b e
k a y i n u	c a i n	c a i n u	c a i n u	c a i n u	c a i n a	c a i n u	c a i n u
y a h u u d a	j u d a	j u d a	j u d a	j u d a	j u d a	j u d a	j u d a
n a a h u m	n a h u m	n a h u m	n a h u m	n a h u m	n a h u m	n a h u m	n a h u m
a l i s a b a t u	e l i s a b e t h	e l i s a b e t h	e l i s a b e t h	e l i s a b e t h	a l i s	e l i s a b e t h	e l i s a b e t h
l i s a a n i y a s	l y s a n i a s	l y s a n i a s	l y s a n i a s	l y s a n i a s	l i s a n i a s	l y s a n i a s	l y s a n i a s
h a b i i l a	h a b y l o n	h a b e l	h a b y l a	h a b e l	h e b e l e a	h a b e l	h a b e l
f i n i i k i y a	p h n i c e a	p h i n i c i a	p h e n i c i a	p h i n i c i a	p h i n c i a	p h i n i c i a	p h i n i c i a
t a a m a r	t a m a r	t a m a r	t a a m a r	t a m a r	t a m a r	t a m a r	t a m a r
a m o n	a m o n	a m o n	a m o n	a m o n	a m o n	a m o n	a m o n
m a t a a t i y a	m a t t a t i a	m a t t a t i a	m a t t a t i a	m a t t a t i a	m a t t t h i a	m a t t a t i a	m a t t a t i a
s a a r a t u	s a r e t h	s a r a t u	s a r a t u	s a r a t u	s a d a r	s a r a t u	s a r a t u
a l i j a n d i i r i y a	a l e x a n d r e a	a l e x a n d r i a	a l e x a n d i r i a	a l e x a n d r i a	a l i j a n i a	a l e x a n d r i a	a l e x a n d r i a
