unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
sh a m m a i		s h a m m a i	s h a m m a i	s h a m m a i	s h a m m a i	s h a m m a i	s h a m m a i
b a r u kh		b a r u c h	b a r u c h	b a r u c h	b a r u c h	b a r u c h	b a r u c h
ia kh s i e l		j a h s i e l	a h s i e l	j a h s i e l	j a h s i e l	j a h s i e l	j a h s i e l
b a r l a p		b a r l a p	b a r l a p	b a r l a p	b a r l a p h	b a r l a p	b a r l a p
b a g' a l		b a a l	b a a l	b a a l	b a a l	b a a l	b a a l
zh o g' a s		j e h o a s	j o a s	j e h o a s	j o a s	j e h o a s	j e h o a s
a s a kh i l		a s a c h i l	a s a c h i l	a s a c h i l	a s h a h	a s a c h i l	a s a c h i l
m i l i t		m i t y l e t h	m e l i t h	m i t y l e t h	m i l i t h	m i t y l e t h	m i t y l e t h
m @ r i ia m		m i r y a m	m a r y	m i r y a m	m e r i a m	m i r y a m	m i r y a m
o r i b		o r e b	o r e b	o r e b	o r i b	o r e b	o r e b
g' a l a t i ia		g a l a t t h i a	g a l a t i a	g a l a t t h i a	g a l a t h i a h	g a l a t t h i a	g a l a t t h i a
b e s e r		b e z e r	b e z e r	b e z e r	b e s h e r	b e z e r	b e z e r
ia h u d i		j u d i u s	j u d e a	j u d i u s	j u d a h	j u d i u s	j u d i u s
s o k' o t		s o c o t h	s o c o t h	s o c o t h	s o k o t h	s o c o t h	s o c o t h
sh i n a r		s h i n a r	s h i n a r	s h i n a r	s i n a r	s h i n a r	s h i n a r
kh a r y m		h a r i m	h a r i m	h a r i m	h a r i m	h a r i m	h a r i m
t a p p u a kh		t a p u a h	t a p u a h	t a p u a h	t a p p h u s	t a p u a h	t a p u a h
l a u d i k i		l a u d i c i a	l a u d i c i	l a u d i c i a	l a u d i s	l a u d i c i a	l a u d i c i a
f i l i p i		p h i l i p p i	p h i l i p p i	p h i l i p p i	p h i l i p	p h i l i p p i	p h i l i p p i
e n o s		e n o s h	e n o s h	e n o s h	e n o s h	e n o s h	e n o s h
ia kh a t		j a h a t h	j a h a t h	j a h a t h	j a h a t h	j a h a t h	j a h a t h
l u k i ia		l y c i a	l u c i a	l y c i a	l y c h a	l y c i a	l y c i a
@ b i ia		a b i a	a b i a	a b i a	e b i a h	a b i a	a b i a
e s k e n d i r		a l e x a n d r	a l e x a n d r	a l e x a n d r	e s t h e n	a l e x a n d r	a l e x a n d r
l u t		l u t h	l u t h	l u t h	l u t h	l u t h	l u t h
i t a m a r		i t a m a r	i t a m a r	i t a m a r	i t h a m a r	i t a m a r	i t a m a r
a s a f		a s a p h	a s a p h	a s a p h	a s h a p h	a s a p h	a s a p h
o g		o g	o g	o g	h a d e s	o g	o g
e d a ia kh		e d a i a h	e d a i a h	e d a i a h	e d a i a h	e d a i a h	e d a i a h
m e p i b o s e t		m e p p i b o s h e t h	m e p i b o s h e t h	m e p p i b o s h e t h	m e p h i b o t h	m e p p i b o s h e t h	m e p p i b o s h e t h
k' a b y l		c a b y l o n	c a b y l o n	c a b y l o n	c a b u l	c a b y l o n	c a b y l o n
g' a l i l e ia		g a l i l a	g a l i l a	g a l i l a	g a l e l	g a l i l a	g a l i l a
m u' s a		m u s h a	m u s h a	m u s h a	m u s h a	m u s h a	m u s h a
t u' b a l		t h u b a l	t u b a l	t h u b a l	t e b a l	t h u b a l	t h u b a l
@ b i g e l		a b i g e l	a b i g e l	a b i g e l	a b i e l	a b i g e l	a b i g e l
p e g' o r		p e g o r	p e g o r	p e g o r	p e g o r	p e g o r	p e g o r
b e n a ia kh		b e n a i a h	b e n a i a h	b e n a i a h	b e n a i a h	b e n a i a h	b e n a i a h
sh i m e i		s h i m a e u s	s h i m a e u s	s h i m a e u s	s h i m e l	s h i m a e u s	s h i m a e u s
p a r y z sh y l		p a r i z s h i l	p a r i z p o l	p a r i z s h i l	p a r u s	p a r i z s h i l	p a r i z s h i l
g i b e ia		g i b e a	g i b e a	g i b e a	g i b e a	g i b e a	g i b e a
a n a kh		a n a h	a n a h	a n a h	a n a h	a n a h	a n a h
e z e k i ia		e z e k i a h	e z e c i a	e z e k i a h	e z e k i a h	e z e k i a h	e z e k i a h
m u' s a		m u s h a	m u s h a	m u s h a	m u s h a	m u s h a	m u s h a
a k' u b		a k u b	a k u b	a k u b	a k u b	a k u b	a k u b
o kh o z i ia kh		o h o z i j a h	o h o s i a h	o h o z i j a h	o h o z i a h	o h o z i j a h	o h o z i j a h
a kh a ia		a c h a i a	a h a i a	a c h a i a	a h a i a h	a c h a i a	a c h a i a
m a k e d o n i ia		m a k e d o n i a	m a c e d o n i a	m a k e d o n i a	m a k e d o n i a	m a k e d o n i a	m a k e d o n i a
p a m f u l i ia		p a m p h y l i a	p a m p h u l i a	p a m p h y l i a	p a m c h i l i a	p a m p h y l i a	p a m p h y l i a
e l i z a b e t		e l i z a b e t h	e l i z a b e t h	e l i z a b e t h	e l i s h a b e t	e l i z a b e t h	e l i z a b e t h
