unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
e t o o p i y a	e t h i o p i a	e t o p i a	e t o p i a	e t o p i a	e t h o p h i a	e t o p i a	e t o p i a
b e f e e g i	b e p h a g	b e p h r a g	b e t h e e g	b e p h r a g	b e p h a l	b e p h r a g	b e p h r a g
m a t a t a	m a t t a t h a	m a t a t a	m a t t a t a	m a t a t a	m a t t t h a t	m a t a t a	m a t a t a
j o o f a	j o t h a	j o p h a	j o p h a	j o p h a	j o s p h	j o p h a	j o p h a
n i n i v a	n e n e v a	n i n i v a	n i n i v a	n i n i v a	n n i s	n i n i v a	n i n i v a
f a a r o	p h i r u s	p h a a r o	p h a r o	p h a a r o	p h a a r	p h a a r o	p h a a r o
z a r a b a b e	z a r a b a b e l	z a r a b a b e	z a r a b a b e	z a r a b a b e	z e r a b	z a r a b a b e	z a r a b a b e
k a p a d o o s a	c a p e d o s a	c a p a d o s a	c a p a d o s a	c a p a d o s a	c a p h o r	c a p a d o s a	c a p a d o s a
y o o s a f a	j e o s a p p h a	j o s a p h a	j o s a p h a s	j o s a p h a	o s a p h a s	j o s a p h a	j o s a p h a
p a t a r a	p a t e r a h	p a t a r a	p a t a r a	p a t a r a	p a t a r	p a t a r a	p a t a r a
k e m e n t i	c h e m e n t h	c e m e n t i	c e m e n t i	c e m e n t i	c a m e n	c e m e n t i	c e m e n t i
i k a r o t i	i c h a r o t	c a r o t	c a r o t	c a r o t	e c a r	c a r o t	c a r o t
a p o l o s i	a p o l o s	a p o l o s	a p o l o s	a p o l o s	e p a l o s	a p o l o s	a p o l o s
m a n a s a	m a n a s a	m a n a s a	m a n a s a	m a n a s a	m a n a s	m a n a s a	m a n a s a
n o t i i b u	n o t h e b	n o t e b u l	n o t e b u l	n o t e b u l	n o t e b	n o t e b u l	n o t e b u l
n i k o d i i m a	n i c o d e m u s	n i c o d e m a	n i c o d e m a	n i c o d e m a	n i c o r	n i c o d e m a	n i c o d e m a
h a u w a	h e u a	h a u l a	h a u l a	h a u l a	h a b u l	h a u l a	h a u l a
