unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
a u g u s t o	a u c u s t u s	a u g u s t u s	a u g u s t u s	a u g u s t u s	a u l u s	a u g u s t u s	a u g u s t u s
s i n a i		s i n a i	s y n a i	s i n a i	s y n n a	s i n a i	s i n a i
t r o a s	t r o a s	t r u s a s	t r o a s	t r u s a s	t r o a s	t r o a s	t r o a s
j e z a b e l	j e z a b e l	j e z a b e l	j e z a b e l	j e z a b e l	j e r a b l e l	j e z a b e l	j e z a b e l
e s r o m	s r o m	e s r o m	e s r o m	e s r o m	s e r u m	e s r o m	e s r o m
l a m e c	l a m e c	l a m e c	l a m e c	l a m e c	l a m e k	l a m e c	l a m e c
c h i p r e	c h i p r e	c h i p r e	c h i p r e	c h i p r e	c h y p r e	c h i p r e	c h i p r e
g a l a c i a	g a l a c i a	g a l a c i a	g a l a c i a	g a l a c i a	g a l a k i a	g a l a c i a	g a l a c i a
e z e q u i a s		e z e c h i a s	e z e c h i a s	e z e c h i a s	e z e c h i a h	e z e c h i a s	e z e c h i a s
-- t a l i t a		t a l i t h a	t a l i t h a	t a l i t h a	l a l i t a	t a l i t h a	t a l i t h a
c l e o f a s	c l e o p a s	c l e o p h a s	c l e o p h a s	c l e o p h a s	c l e l p a s	c l e o p h a s	c l e o p h a s
l a 2 3 n e e 2		l u n e e l	l a s e n e n e	l u n e e l	l a g e s	l u n e e l	l u n e e l
a p o l i o n		a p o l i o n	a p o l i o n	a p o l i o n	a p o l i n	a p o l i o n	a p o l i o n
m a r c o s	m a r c o s	m a r c h o s	m a r c h u s s	m a r c h o s	m a r c h o s	m a r c h o s	m a r c h o s
i s r a e l	i s r o e l	i s r o e l	i s r o e l	i s r o e l	j i c a d e l	i s r o e l	i s r o e l
n i n i v e		n i n i v e	n i n i v e	n i n i v e	n i m i a	n i n i v e	n i n i v e
g a b r i e l	g a b r i e l	g a b r i e l	g a b r i e l	g a b r i e l	g a b r i e l	g a b r i e l	g a b r i e l
c a s t o r		c a s t h o r	c a s t o r	c a s t h o r	c a s t u r	c a s t o r	c a s t h o r
p i l a t o	p i l a t e	p i l a t u s	p p h i l a t u s	p i l a t u s	p i l a t u s	p i l a t u s	p i l a t u s
a r f a x a d	a r p h a x a d	a r p h a x a d	a r p h a x a d	a r p h a x a d	a r p h a d	a r p h a x a d	a r p h a x a d
j u l i o	j u l i u s	j u l i u s	j u l i u s	j u l i u s	j u l i u s	j u l i u s	j u l i u s
d x i 2	t e t r r	d e t r a r c h	d e t r a r c h	d e t r a r c h	d e i s a	d e t r a r c h	d e t r a r c h
e f e s o	e p h e s u s	e p h e s u s	e p h e s u s	e p h e s u s	e p h e s u s	e p h e s u s	e p h e s u s
