unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
l m j m `		a l m g m a	l a m g m a	a l m g m a	a l m a g a	a l m g m a	a l m g m a
y  k y n		j a c h i n	i c a n	j a c h i n	j a c h i n	j a c h i n	j a c h i n
m k d w n y @		m e c h d o n i a h	m a c e d o n i a	m e c h d o n i a h	m a k e d o n i a	m e c h d o n i a h	m e c h d o n i a h
t  b w r		t a b o r	t h b o r	t a b o r	t a b o r	t a b o r	t a b o r
sh d w d		a s h d o d	a s h d o d	a s h d o d	a s h d o d	a s h d o d	a s h d o d
b		a b a	a b	a b a	a b a	a b a	a b a
m r y b @		m a r i b a h	m a r i a b a h	m a r i b a h	m e r i b a h	m a r i b a h	m a r i b a h
y d ` y		i d a i a h	i d a i a h	i d a i a h	j e d a i a h	i d a i a h	i d a i a h
f y q		a p h i k	p h i k	a p h i k	a p h i k	a p h i k	a p h i k
y f n @		j e p h a n a h	e p h a n a h	j e p h a n a h	i p h a n a h	j e p h a n a h	j e p h a n a h
th  w f y l s		t h o p h i l s	t h o p h i l i s	t h o p h i l s	t a u p h i l i s	t h o p h i l s	t h o p h i l s
`  b d		a b d	a b a d	a b d	a b d a h	a b d	a b d
b r s  b		p e r s a b a	p e r s b	p e r s a b a	b e r s h a b a	p e r s a b a	p e r s a b a
w b r th w l m  w s		p a r t h o l m a e u s	p a r t h o l e m o s	p a r t h o l m a e u s	p e r t u l	p a r t h o l m a e u s	p a r t h o l m a e u s
b k r y		b c r i	b a c h a r i a h	b c r i	b e c h e r i	b c r i	b c r i
w S f		u z i p p a	u z e p h	u z i p p a	z e l a h	u z i p p a	u z i p p a
f W th		i p h l e t h a	p h a t h a	i p h l e t h a	i l y t h a	i p h l e t h a	i p h l e t h a
` d		a d a h	a d	a d a h	a d a h	a d a h	a d a h
q s T		k i s t a	k i s t	k i s t a	k i t t a	k i s t a	k i s t a
w j m `		o g m a	o g m a	o g m a	g a m a	o g m a	o g m a
y  b y n		j a b i n	j a b e n	j a b i n	j e b e n	j a b i n	j a b i n
` n  q		a n a k	a n a k	a n a k	a n a k	a n a k	a n a k
b ` l @		b a a l a h	b a a l a h	b a a l a h	b a a l	b a a l a h	b a a l a h
w y S r		j e z e r	j e z e r	j e z e r	j e z e r	j e z e r	j e z e r
a s		a s a	a s	a s a	a s a s	a s	a s a
m  sh k		m a s y c h	m e s h u c h	m a s y c h	m a h e s h	m a s y c h	m a s y c h
w m l k y		m a l c h i a	m a l c h i	m a l c h i a	m a l c h i a	m a l c h i a	m a l c h i a
n y n w ~		n i n o a e u s	n a e n o h e h	n i n o a e u s	n i n o a h	n i n o a e u s	n i n o a e u s
m w sh y		m o s h i	m o s i a h	m o s h i	m u s h i	m o s h i	m o s h i
w ` m w r @		o a m o r a h	o a m o r a h	o a m o r a h	a m o r	o a m o r a h	o a m o r a h
w b r w kh w r s		b e r u c h o r u s	p a r u c h o r u s	b e r u c h o r u s	p e r u c h	b e r u c h o r u s	b e r u c h o r u s
sh f y n		s h e p h i n	s h a p h i n	s h e p h i n	s h e p h i n	s h e p h i n	s h e p h i n
t f w H		t p h o a h	t p h o a h	t p h o a h	t e p h o a h	t p h o a h	t p h o a h
` kh  n		a c h a n	a c h a n	a c h a n	a h a n	a c h a n	a c h a n
w  sh b y l		o a s h e b e l	o s h e b e l	o a s h e b e l	a s h b i l	o a s h e b e l	o a s h e b e l
l b y r y		a l e b e r i	p y r r h u s	a l e b e r i	p i r i s	a l e b e r i	a l e b e r i
k l w d y w s		c l a u d i u s	c l a u d i u s	c l a u d i u s	c a l u d i u s	c l a u d i u s	c l a u d i u s
sh f ~		a s h p h a e u s	s h a p h a e u s	a s h p h a e u s	a s h p h a h	a s h p h a e u s	a s h p h a e u s
n  d  b		n a d a b	n a d a b	n a d a b	n a d a b	n a d a b	n a d a b
z r `		z e r a	z e r a	z e r a	z e r a h	z e r a	z e r a
` z r @		e z e r a h	a z a r a h	e z e r a h	u z r a h	e z e r a h	e z e r a h
' h w l y b  m @		a h o l i b a m a h	a h o l i p a m a h	a h o l i b a m a h	i l i b a m	a h o l i b a m a h	a h o l i b a m a h
