unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
k i r i t i		c r i d	c r i d	c r i d	c a r i d i a	c r i d	c r i d
b e t i z a a i t h a		b e t h s i t h a	b e t a e s a r d a	b e t h s i t h a	b e r e e l	b e t h s i t h a	b e t h s i t h a
m a a t a t i m i r e l y i		m a t t a t h e l i	m a t t a t i m r e l i	m a t t a t h e l i	m a t t a t h a	m a t t a t h e l i	m a t t a t h e l i
j o z a a y a i	j o s h i a h	j o s a i a s	j o s i a h	j o s a i a s	j o s e s	j o s a i a s	j o s a i a s
n i n i v a		n e n b a	i n e v a	n e n b a	n e n u n	n e n b a	n e n b a
j u t h a i	j u d	j u d a i	j u d a h	j u d a i	j u t h a	j u d a i	j u d a i
s e r a v a a v e l i		s a r a b b a b e l	s a r a b b a b e l y	s a r a b b a b e l	s e r e b e l	s a r a b b a b e l	s a r a b b a b e l
k a a p a z a r e	c h u b u s	c a p u s	c a p a s	c a p u s	c a r a s	c a p u s	c a p u s
j e k o n a a y a i	j e c o n i a h	j e c o n i a h	j e c o n i a h	j e c o n i a h	j e s h o n	j e c o n i a h	j e c o n i a h
r e z a r e l y i		r e z e r	r e z e r	r e z e r	r e e e l	r e z e r	r e z e r
k i l o t h i y a a z a i		c l o d i u s	c l o d i u s	c l o d i u s	c o l d i a s	c l o d i u s	c l o d i u s
a a z a a y a i	e s a i a h	a s a i a s	a s s i a h	a s a i a s	a s i a	a s a i a s	a s a i a s
a a v a t h o n i		a b a d d o n	a b a d d o n	a b a d d o n	a n d o d o n i a	a b a d d o n	a b a d d o n
b a a v e	b a r b e	b a a b e	b a a b e	b a a b e	b e r a r a h	b a a b e	b a a b e
y i z i k e r i y o t i y a i		i s c e r e o d e s	i s s i c e r e o d e s	i s c e r e o d e s	e s e r o r	i s c e r e o d e s	i s c e r e o d e s
n i k o l a a z a i	n i c o l a s	n i c o l a s	n i c o l a s	n i c o l a s	n i c o l u s	n i c o l a s	n i c o l a s
