unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
a h a z i	a h a z	a h a z i	a h a z	a h a z i	a h a z a	a h a z i	a h a z i
a z o r i	a z o r	a z o r i	a z o r	a z o r i	a z o r	a z o r i	a z o r i
s a m a r i y a	s a m a r i a	s a m a r i a	s a m a r i a	s a m a r i a	s a m a r	s a m a r i a	s a m a r i a
t ' i m o t i	t i m o t	t i m o t h y	t i m o t h y	t i m o t h y	t i m o t	t i m o t h y	t i m o t h y
j e s e	j o s e	j o s e	j o s e	j o s e	j e s e s	j o s e	j o s e
r a h a b u	r a h a b	r a h a b y	r a h a b y	r a h a b y	r a h a b	r a h a b y	r a h a b y
j e r u s a l e m u	u r i s h l e m	j e r u s a l e m	y e r u s h l e m	j e r u s a l e m	j e r u s	j e r u s a l e m	j e r u s a l e m
g a b u r a e l i	g a b r a e l	g a b u r a e l	g a b r a e l	g a b u r a e l	g a b b r a e l	g a b r a e l	g a b r a e l
h e r o d e	h e r o d	h e r o d e	h e r o d	h e r o d e	h e r o d	h e r o d e	h e r o d e
s i t e f a n o	s t e p h a n u s	s i t e p h a n o	s t e p h a n u s	s i t e p h a n o	s t e p h	s t e p h a n u s	s t e p h a n u s
k i l e o p a	c l o p a s	c l e o p a	c l o p a s	c l e o p a	c i l e o p	c l o p a s	c l o p a s
i s a k a	i s s a c h a	i s s a c a	i s a c h a	i s s a c a	c a s i a	i s s a c a	i s s a c a
a p o l i y o n i	a p o l i o n	a p o l l i o n y	a p o l i o n	a p o l l i o n y	a p o l i n	a p o l i o n	a p o l i o n
m a l i t a	m a l i t h a	m a l t a	m a l i t h a	m a l t a	m a l t a t h i a	m a l i t h a	m a l i t h a
i s a y a	e s a i a s	e s a i a s	e s a i a s	e s a i a s	i s a i a	e s a i a s	e s a i a s
n e a p o l i	n e a p o l i s	n e a p o l i s	n e a p o l i s	n e a p o l i s	n e n a p o l	n e a p o l i s	n e a p o l i s
h a w a	h a a	h a v a	h a v a	h a v a	h a r a	h a v a	h a v a
m e l i	m e l	m e l i	m e l	m e l i	m e l i l	m e l i	m e l i
f i b i	p h i b	p h i b i	p h i b y	p h i b i	p h i b	p h i b	p h i b i
k a i n a n i	c a e n a n	c a e n a n i	c a n a n	c a e n a n i	c a i n	c a e n a n i	c a e n a n i
j o h a n a	j o h n	j o h n	j o h n	j o h n	j o h a n	j o h n	j o h n
e u d i y a	e u d i a	e u d i a	e u d i a	e u d i a	e u d i a	e u d i a	e u d i a
e n o s i	e n o s	e n o s i	e n o s	e n o s i	e n o s	e n o s i	e n o s i
a b i l e n e	a b l e n e	a b i l e n e	a b y l e n e	a b i l e n e	a b b l e n e s	a b i l e n e	a b i l e n e
a b e l i	a b e l	a b e l	a b e l	a b e l	a b e b e l	a b e l	a b e l
f o i n i k e	f u n i c e	p h o s n i c e	f u s n i c e	p h o s n i c e	p h i n e c	p h o s n i c e	p h o s n i c e
t ' e r i t u l o	t e r i t y l	p t e r i t y l o	t e r i t y l u s	p t e r i t y l o	t e r i u s	p t e r i t y l o	p t e r i t y l o
a m o s i	a m o s	a m o s i	a m o s	a m o s i	a m o s	a m o s i	a m o s i
m a t a t i	m a t t a t h	m a t t a t i	m a t t a t	m a t t a t i	m a t t a t h	m a t t a t h	m a t t a t i
s a r a	s a r a h	s a r a	s a r a	s a r a	s a r a r	s a r a	s a r a
a l i f a y o	a l p h a e u s	a l p h a e u s	a l p h a e u s	a l p h a e u s	a l i p h	a l p h a e u s	a l p h a e u s
m a g i d a l a	m a g d a l a	m a g d a l a	m a g d a l a	m a g d a l a	m a g d i d	m a g d a l a	m a g d a l a
m a t i y a	m a t i a	m a t i a	m a t i a	m a t i a	m a t t i a	m a t i a	m a t i a
g a l a t i y a	g a l a t i a	g a l a t i a	g a l a t i a	g a l a t i a	g a l a t h i a	g a l a t i a	g a l a t i a
b e l i z a b u l i	b e l i s a b y l	b e l z e b u l i	b e l z e b u l	b e l z e b u l i	b e l i a b	b e l z e b u l i	b e l z e b u l i
k u	b	c u	c y	c u	c u s	c u	c u
h e l i	h e l	h e l i	h e l	h e l i	h e l i l	h e l i	h e l i
e p ' a i n e t o	e p a i n e t u s	e p a i n e t o	e p a i n e t u s	e p a i n e t o	e p a i n e t u s	e p a i n e t u s	e p a i n e t u s
s i r i y a	s r i a	z r i a	z r i a	z r i a	s y r i a	z r i a	z r i a
f i l o l o g o	p h i l o l o g u s	p h i l o l l o g o	p h i l o l l o g o	p h i l o l l o g o	p h i l o g	p h i l o l l o g o	p h i l o l l o g o
u r i y a	b a t i a	u r i a s	u r i a	u r i a s	b r i a	u r i a s	u r i a s
b i t u n i a	b i t h u n i a	b i t u n i a	b i t u n i a	b i t u n i a	b i t h i a	b i t u n i a	b i t u n i a
m a r y a m u	m a r i a m	m a r i a m	m a r i a m	m a r i a m	m a r i a m	m a r i a m	m a r i a m
g a d i	g a d	g a d i	g a d	g a d i	g a d d i	g a d i	g a d i
i s a y a	e s a i a s	e s a i a s	e s a i a s	e s a i a s	i s a i a	e s a i a s	e s a i a s
m u y a h u d i	j i h u d o y a	m i h u d o y a	m i h u d o y a	m i h u d o y a	m o l i a	m i h u d o y a	m i h u d o y a
r a h e l i	r a h e l	r a h e l i	r a h e l	r a h e l i	r a h e l	r a h e l i	r a h e l i
k o s a m u	k o s a m	c o s a m u	k o s a m	c o s a m u	c o s	k o s a m	k o s a m
n a t a n i e l i	n a t h a n i e l	n a t a n i e l	n a t a n i e l	n a t a n i e l	n a t h a n e l	n a t a n i e l	n a t a n i e l
e m a u	e m a u	e m a u	e m a u	e m a u	e m e m	e m a u	e m a u
r e b e k a	r e b e k a h	r e b e c a	r e b e k a h	r e b e c a	r e b e k	r e b e k a h	r e b e k a h
j o p a	j o p a s	j o p a	j o p a	j o p a	j o p h	j o p a	j o p a
g a l i y o	g a l i u s	g a l i o	g a l i u s	g a l i o	g a l i u s	g a l i u s	g a l i u s
n a s h o n i	n a s h o n	n a s h o n i	n a s h o n	n a s h o n i	n a h o n	n a s h o n i	n a s h o n i
l a o d i k i y a	l a o d i c i a	l a o d i c i a	l a o d i c i a	l a o d i c i a	l a o d i a	l a o d i c i a	l a o d i c i a
a k a y a	g r e e c e	a c a i a	a c a i a	a c a i a	a c a i a	a c a i a	a c a i a
f o i n i k e	f u n i c e	p h o s n i c e	f u s n i c e	p h o s n i c e	p h i n e c	p h o s n i c e	p h o s n i c e
