unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
i dh  r a ` i y		i d r e i	e z r e e	i d r e i	i d e r e e l	i d r e i	i d r e i
b a  r  t i y m a  w u s u		b a r t e m e v u s	b a r t e m a o s	b a r t e m e v u s	b a r t h i m a t	b a r t e m e v u s	b a r t e m e v u s
b a  r u w kh u		b a r u c h y	b a r u c h o	b a r u c h y	b e r o c h	b a r u c h y	b a r u c h y
b i n u W w y a		b y n l u j e	b i n h o i a h	b y n l u j e	b i b n o i	b y n l u j e	b y n l u j e
H a n a W @ u		a n n a	h a n a h	a n n a	h a n n a h	a n n a	a n n a
l i ` i y r a  n a		l e i r a n	l i e r a n	l e i r a n	i r a n	l e i r a n	l e i r a n
t a  b u w r a		t a b o r	t e b o r a	t a b o r	t h e b o r	t a b o r	t a b o r
s a  r a d u		s a r a d	s a r d	s a r a d	s e r e d	s a r a d	s a r a d
b a r  z i l a W  y a		b e r z e l m a i	b a r z i l a i a h	b e r z e l m a i	b e r e l l a h	b e r z e l m a i	b e r z e l m a i
y a H a th u		j e h a t h	j e h a t h	j e h a t h	j e h e t h	j e h a t h	j e h a t h
` a n a  q a		a n a k e	a n a k e	a n a k e	e n a c	a n a k e	a n a k e
b a `  n a		b a a n a	b e n a	b a a n a	b e e s h	b a a n a	b a a n a
y a z  r a ` i y l a		j e z r e e l	j e z r e e l	j e z r e e l	j e z e r	j e z r e e l	j e z r e e l
` a s a  y a		a s a j a	a s a i a h	a s a j a	a s a i a h	a s a j a	a s a j a
m a t u w sh a  l a H a		m a t o s h e l a h	m a t o s h e l a h	m a t o s h e l a h	m e t h u l a h	m a t o s h e l a h	m a t o s h e l a h
m a n a  H a @ a		m n a h a h	m a n a h a h	m n a h a h	m a n a h	m n a h a h	m n a h a h
` u w j in		b o g	a o g	b o g	e g u g	b o g	b o g
' l  j a l i y l i		g a l i l a	g a l i l e	g a l i l a	g e l e l	g a l i l a	g a l i l a
b i G  w a  y a		b y g v a i	b i g j a	b y g v a i	b i l y a h	b y g v a i	b y g v a i
i y z a  b a l a		i z a b a l a	i z a b a l	i z a b a l a	e z a b	i z a b a l a	i z a b a l a
' l  k a t a b a @ u		u r c e t b a h	e l c a t b a h	u r c e t b a h	l i c a t o t	u r c e t b a h	u r c e t b a h
sh i y l u w a		s i l o a	s i l o a	s i l o a	s h e l o l	s i l o a	s i l o a
H a  r i y m a		h a r i m	h a r i m	h a r i m	h a r i m	h a r i m	h a r i m
T a  b i y th a		t a b e t h a	t a b e t h a	t a b e t h a	t a b i t h a	t a b e t h a	t a b e t h a
q u w r a H a		k o r a h	c o r a h	k o r a h	k e r a h	k o r a h	k o r a h
t u w b a  l a		t o b a l	t o b a l	t o b a l	t o b a l	t o b a l	t o b a l
' a n u w sh a		a n u s	a n u s h	a n u s	a n o s h	a n u s	a n u s
y a `  q u w b a		j a a k u b	j a k u b	j a a k u b	j e e k	j a a k u b	j a a k u b
l u w T un		l o t a s	l o t h	l o t a s	l o t h	l o t a s	l o t a s
' l  ' a b i l i y a W @ i		u r a b y l a e a	a b i l i a	u r a b y l a e a	a b l i a	u r a b y l a e a	u r a b y l a e a
' l  j i n  s i		u r g y n s e	a g i n s i	u r g y n s e	n i n e s h	u r g y n s e	u r g y n s e
l i b  n a @ a		l i b n a h	l i b n a h	l i b n a h	l i b e n a h	l i b n a h	l i b n a h
i s  r a  y' i y l a		i s r a e l	i s r a e l	i s r a e l	i s r a e l	i s r a e l	i s r a e l
t a r u w  s a		t a r p u s	t a r u s	t a r p u s	t a r o s	t a r p u s	t a r p u s
n i y j a r a		n i g e r	n i g a r	n i g e r	n i g a r	n i g e r	n i g e r
y a `  z i y r a		j a a z i r a	j e z e r	j a a z i r a	j e e z e r	j a a z i r a	j a a z i r a
m a t a W th  y a		m a t t t h i a h	m a t t a t h i a h	m a t t t h i a h	m a t t h i a	m a t t t h i a h	m a t t t h i a h
