unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
l i 2 t a 3 k a 3 l x a 2	l y a y c a t g e	l i d a g a l i a	l i d a i s	l i d a g a l i a	l a d a n	l i d a g a l i a	l i d a g a l i a
u 3 h u  1 k x i 2 s a 2 s a i 1 y h a i n 1 n u n 3 t a 1 h x a i 2 h e 1 l a 2		g s o a o c i s a s e i o s s a i n o n n t a o s i a i s e o l a	u s a b c i i s a s e o f s a i n n n n d a b s l e i s b l a	g s o a o c i s a s e i o s s a i n o n n t a o s i a i s e o l a	m a i n	g s o a o c i s a s e i o s s a i n o n n t a o s i a i s e o l a	g s o a o c i s a s e i o s s a i n o n n t a o s i a i s e o l a
e r 2 m e 3 s a h 3 l a 2	a m e c r e x a e	h e r m e s h	e r m e s h	h e r m e s h	e r i a s	h e r m e s h	h e r m e s h
j u 3 t a 2 a h 3 l o 2 s u 2	j i h e j e x a e n a e	j u d a a s	j u t a s	j u d a a s	j u d a a	j u d a a s	j u d a a s
e 3 n e 3 i 2 a h 3 l a 2	e n e i j e x a e	e n n e i a	e n e i h	e n n e i a	e b e r i a	e n n e i a	e n n e i a
n x e 3 y a h 3 l x i 3 s x a 3		n e s u i s i a	o i e f a l i s i a	n e s u i s i a	n a m o n	n e s u i s i a	n e s u i s i a
f l e 3 k o 2 j a h 3 l a 2		p h l e c õ a s	p h l e c u j h	p h l e c o a s	p h e l o g	f l e 3 k o 2 j a h 3 l a 2	
n x e 3 t i 3 x a 2	s y e a a r o e	n e t i i a	o i e t i i s	n e t i i a	m o r a	n e t i i a	n e t i i a
a 3 r i s 3 t o 2 b a h 3 l a 2	a i r i s e b e x a e	a r i s t a b u s	i r i s t u b h	a r i s t a b u s	a r r i a b	a r i s t a b u s	a r i s t a b u s
s a 3 t u 3 s e 2 a 2	z a e a p h t a r e	s a t u s e a	s a t u s e a	s a t u s e a	s h e u s	s a t u s e a	s a t u s e a
t a l 3 m a 3 n u 2 t a 3 k o 3 x a 2		t a l m a o n d d a c h a i a	t a l m a n y s a c h a i a	t a l m a o n d d a c h a i a	d a m a n	t a l m a o n d d a c h a i a	t a l m a o n d d a c h a i a
i 3 y i 1 l i 2 j a u 3 s u 2		i a s i o l i j a u s u	i c o l u j a u s u	i a s i o l i j a u s u	d u s u l i a	i a s i o l i j a u s u	i a s i o l i j a u s u
k a 3 f a r 3 n a 3 u 2 t h i 3 n a 2		c a p h a r n a o a m	c a p h a r n a u s	c a p h a r n a o a m	c a r r u s	c a p h a r n a o a m	c a p h a r n a o a m
n x e 3 k o 3 n a u 3 a 1		n e c o n a u o	o i e c o n a u a b	n e c o n a u o	b e h a r o n	n e c o n a u o	n e c o n a u o
m o i 3 s e 2 a h 3 l a 2	m o a p h t j e x a e	m o s e a	m o i s e h	m o s e a	m o s h e a	m o s e a	m o s e a
j e 3 s u 2 j a h 3 l a 2	g e e a e x a e	y e s u s	j e s u h	y e s u s	j e u s u s	y e s u s	y e s u s
a 2 s x e 3 x a 3 k a 3 l x u 1 t a i 2 n a 2	a e a r o c a t h z a n u e e	a s i e a g a l i u o t a i n a	a s y r i a l a b d a i u n	a s i e a g a l i u o t a i n a	s a m o n	a s i e a g a l i u o t a i n a	a s i e a g a l i u o t a i n a
