unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
i b r a a h e e m	a b r a h a m	a b r a h i m	a b r a h i m	a b r a h i m	e b r a h	a b r a h i m	a b r a h i m
n a l e	n a l e	n a l e e	n a l e e	n a l e e	n a l e l	n a l e e	n a l e e
l o t t	l t t	l o t t	l o t t	l o t t	l o t	l o t t	l o t t
a p u l l a y o n	a m p h i p e o n	a p o l l i o n	a p o l l i o n	a p o l l i o n	a p o l	a p o l l i o n	a p o l l i o n
i l a m o d a m	e l a m o d a m	e l a m o d a m	e l m o d a m	e l a m o d a m	i l a m	e l a m o d a m	e l a m o d a m
p u r a a k i y u s	p o r c i u s	p y r a c i u s	p y r a c i u s	p y r a c i u s	p y r a c	p y r a c i u s	p y r a c i u s
y a k u n y a h	j a c o n i a h	j a c o n i a h	j a c o n i a h	j a c o n i a h	j a n o n	j a c o n i a h	j a c o n i a h
f a u r a t	p h o r e t	p h o r a t	p h o r a t	p h o r a t	p a o r	p h o r a t	p h o r a t
h a n n a h	a n n a	h a n a	h a n a	h a n a	h a n a n	h a n a	h a n a
s i y y o n	s i o n	z i o n	z i o n	z i o n	s e o n	z i o n	z i o n
k i l i k i y a	c e l e c i a	c e l i k e i a	c i l i k e i a	c e l i k e i a	c i l i a	c e l i k e i a	c e l i k e i a
h o s h o	h o s h o	h o s h u	h o s h u	h o s h u	a s h	h o s h u	h o s h u
a p u l l o s	a m p h i p o s	a p o l l u s	a p o l l u s	a p o l l u s	a p o l	a p o l l u s	a p o l l u s
m a g a d a n	m a g a d a n	m a g d a n	m a g d a n	m a g d a n	m a g a n	m a g d a n	m a g d a n
c h u p	t o p	u h y p	u h y p	u h y p	j o m	u h y p	u h y p
n o g a h	n u g a h	n o g a h	n o g a h	n o g a h	n o a h	n o g a h	n o g a h
k o o s h	k u s h	k u s h	k u s h	k u s h	c o s h	k u s h	k u s h
k a n d a k e	c a n d a c e	c a n d a k e	c a n d a k e	c a n d a k e	c n a d	c a n d a k e	c a n d a k e
f a r e e s e e	p e r i s i	p a r i s i	p a r i s i	p a r i s i	p a r e s	p a r i s i	p a r i s i
