unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
m o s e s	m o s e s	m o s e s	m o s e s	m o s e s	m o s e s	m o s e s	m o s e s
s h e a l t i e l - l i	s h e a l t i e l	s h e a l t i e l t h	s h e a l t i e l n i	s h e a l t i e l t h	s h e l i s	s h e a l t i e l t h	s h e a l t i e l t h
a r t e m i s	d i a n a	a r t e m i s	a r t e m i s	a r t e m i s	a r t h e s	a r t e m i s	a r t e m i s
q u y y a t i g i g i k p u t	q u y y a i m a	q u y y a t i g i g i l p u t	c y y a t i i i e p u t	q u y y a t i g i g i l p u t	j u n a o n	q u y y a t i g i g i l p u t	q u y y a t i g i g i l p u t
c h r i s t	c h r i s t	c h r i s t	c h r i s t	c h r i s t	c h r i s h	c h r i s t	c h r i s t
a r i m a t h e a  m i n		a r i m a t h e a ‌ m a h	a r i m a t h e a m i n	a r i m a t h e a  m a h	a r i m a	a r i m a t h e a  m i n	
r o m e - m i n		r o m e h	r o m e n	r o m e h	r o m e s	r o m e h	r o m e h
a q u p p i u t a NG i n n u n		a q u p p i u t a b i n	a e u p p i u t a o a	a q u p p i u t a b i n	j a h u s h	a q u p p i u t a b i n	a q u p p i u t a b i n
t y c h i c u s	t y c h i c u s	t y c h i c u s	t y c h i c u s	t y c h i c u s	t y c h i c u s	t y c h i c u s	t y c h i c u s
p h i l e t u s - l u	p h i l e t u s	p h i l e t u s	p h i l e t u s	p h i l e t u s	p h i l e t	p h i l e t u s	p h i l e t u s
b e r e a - m u n	b e r e a	b e r e a	b e r e a	b e r e a	b e r e s	b e r e a	b e r e a
s a u l	e l	s a u l	s a u l	s a u l	s a u l	s a u l	s a u l
i g g i m		i n t i m	i g i m	i n t i m	i l y o n i m	i n t i m	i n t i m
i n u g i a k t u a l l u		a h u s a h a s	i n u g i a k t u a s	a h u s a h a s	l i d i a	a h u s a h a s	a h u s a h a s
a b e l	a b e l	a b e l	a b e l	a b e l	a b e l	a b e l	a b e l
q a a NG i a n i k t u q		n a a b i a a t a p	p a a o a n i e t a p	n a a b i a a t a p	j a r n e s	n a a b i a a t a p	n a a b i a a t a p
h e z r o n	p h a r o n	h e z r o n	h e z r o n	h e z r o n	h e z e z	h e z r o n	h e z r o n
p e l e g - l i	p e l e g	p e l e g	p e l e g	p e l e g	p e l e l	p e l e g	p e l e g
n a g g a i - m	n a g a i	n a g g a i	h g a i	n a g g a i	n a l g e s	n a g g a i	n a g g a i
j o r d a n	j o r d a n	j o r d a n	j o r d a n	j o r d a n	j o r d a n	j o r d a n	j o r d a n
t h e s s a l o n i c a - m i	t h e s s a l o n i c a	t h e s s a l o n i c a	t h e s s a l o n i c a	t h e s s a l o n i c a	t h e s l o n i a	t h e s s a l o n i c a	t h e s s a l o n i c a
a d a m	a d a m	a d a m	a d a m	a d a m	a d a m	a d a m	a d a m
e u n i c e	e u n i c e	e n i c e	e u n i c e	e n i c e	e n n c e s	e u n i c e	e u n i c e
j a s o n	j a s o n	j a s o n	j a s o n	j a s o n	j a s o n	j a s o n	j a s o n
a c h i m	a c h i m	a c h i m	a c h i m	a c h i m	a c h i m a	a c h i m	a c h i m
s u t		s u t	s u t	s u t	j u s h	s u t	s u t
e u o d i a	e u o d i a	e u o d i a	e u o d i a	e u o d i a	e l o d i a	e u o d i a	e u o d i a
i k i NG a r u g u t		i l i l a r u g u t	i k i e a r u n t	i l i l a r u g u t	l y d i a	i l i l a r u g u t	i l i l a r u g u t
