unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
e b e r		e b e r	e b e r	e b e r	a b e r	e b e r	e b e r
a b r a a m		a b r a a m	a b r a a m	a b r a a m	a b r a m	a b r a a m	a b r a a m
l a m e kh		l a m e c	l a m e c	l a m e c	l a m c h	l a m e c	l a m e c
m a s		m a s	m a s	m a s	m a s	m a s	m a s
ph o r o u		p h o r u	p h o r u	p h o r u	p h u r u s	p h o r u	p h o r u
k r e s k e s		c r e s c e	c r e s c e s	c r e s c e	c e s s c h	c r e s c e	c r e s c e
a k u l a s		a q u i l a s	a c y l a s	a q u i l a s	a k i l a	a q u i l a s	a q u i l a s
i e ph th a e		j e p h t a e	j e p h t h a e	j e p h t a e	j e t h a h	j e p h t a e	j e p h t a e
e u a		e ὔ a	e v a	e u a	e e s h a	e u a	e u a
p a t r o b a n		p a t r o b a n	p a t r o b a n	p a t r o b a n	p a t r o b	p a t r o b a n	p a t r o b a n
s m u r n e s		s m y r n e s	s m y r n e s	s m y r n e s	s m m r e n	s m y r n e s	s m y r n e s
e u b o u l o s		e ὔ b u l u s	e u b u l u s	e u b u l u s	e e b u l u s	e u b u l u s	e u b u l u s
i k o n i o n		j c o n i u s	i c o n i o n	j c o n i u s	j o n i u s	j c o n i u s	j c o n i u s
a p ph i a n		a p p h i a n	a p p h i a	a p p h i a n	a p p p i a s	a p p h i a n	a p p h i a n
m a l e l e e l		m a l e l e e l	m a l e l e e l	m a l e l e e l	m a l e e e l	m a l e l e e l	m a l e l e e l
i d o u m a i a n		j d u m a i a	i d u m a i a	j d u m a i a	j u d a	j d u m a i a	j d u m a i a
n a o u m		n a u m	n a u m	n a u m	n a u m	n a u m	n a u m
e u n i k e n		e u n i c i a	e u n i c e n	e u n i c i a	h e n o n i a	e u n i c i a	e u n i c i a
k a p e r n a o u m		c a p e r n a u m	c a p e r n a u m	c a p e r n a u m	c a p a n	c a p e r n a u m	c a p e r n a u m
b o r e i o d u t i k a		b o r i o d i t y c a	b o r i o d y t i c a	b o r i o d i t y c a	b u r e d i a	b o r i o d i t y c a	b o r i o d i t y c a
k a i a ph a		c a i a p h a	c a i a p h a	c a i a p h a	c e l a p h	c a i a p h a	c a i a p h a
i o u d a		j u d a	j u d a	j u d a	j u d a	j u d a	j u d a
e s l i		e s l i	e s l i	e s l i	e s h i	e s l i	e s l i
e l u m a s		e l y m a s	e l y m a s	e l y m a s	e l y m a	e l y m a s	e l y m a s
l u s a n i a s		l y s a n i a s	l y s a n i a s	l y s a n i a s	l y s a n	l y s a n i a s	l y s a n i a s
a b e l		a b e l	a b e l	a b e l	a b e l	a b e l	a b e l
ph i l a d e l ph e i a s		p h i l a d e l p h i a s	p h i l a d e l f e i a s	p h i l a d e l p h i a s	p h i a d e e	p h i l a d e l p h i a s	p h i l a d e l p h i a s
s o u s a n n a		s u s h a n a	s u s h a n	s u s h a n a	s o s a n	s u s h a n a	s u s h a n a
a m ph i p o l i n		a m p h i p o l i s	a m p h i p o l i s	a m p h i p o l i s	a m p h p o s	a m p h i p o l i s	a m p h i p o l i s
m a r th a		m a r t h a	m a r t h a	m a r t h a	m a r t h	m a r t h a	m a r t h a
s a l e i m		s a l i m	s a l i m	s a l i m	s a l e m	s a l i m	s a l i m
a m i n a d a b		a m i n a d a b	a m i s d a b	a m i n a d a b	a m i n a	a m i n a d a b	a m i n a d a b
l u s t r a n		l y s t r a n	l y s t r a n	l y s t r a n	l y s t a	l y s t r a n	l y s t r a n
m a t t a th a		m a t t a t h a	m a t t a t h a	m a t t a t h a	m a t t h a	m a t t a t h a	m a t t a t h a
g a b r i e l		g a b r i e l	g a b r i e l	g a b r i e l	g a b r i e l	g a b r i e l	g a b r i e l
a r k e t o s		a r c e t u s	a r c e t u s	a r c e t u s	a r c h u s	a r c e t u s	a r c e t u s
g o g		g o g	g o g	g o g	g o	g o g	g o g
d o r k a s		d o r c a s	d o r c a s	d o r c a s	d u r k a	d o r c a s	d o r c a s
e n o s		e n o s	e n o s	e n o s	h e n o s	e n o s	e n o s
s o s i p a t r o s		s o s i p a t r u s	s o s i p a t r o s	s o s i p a t r u s	s o s p a r	s o s i p a t r o s	s o s i p a t r u s
ph a r i s a i o s		p h a r i s a w	p h a r i s a i u s	p h a r i s a w	p h a r i s h	p h a r i s a w	p h a r i s a w
t i b e r i o u		t i b e r i u	t i b e r i u	t i b e r i u	t i b e r	t i b e r i u	t i b e r i u
b e th ph a g e		b e t h p h a g e	b e t h p h a g e	b e t h p h a g e	b e t h t h a	b e t h p h a g e	b e t h p h a g e
kh r i s t o u		c h r i s t u s	c h r i s t u	c h r i s t u s	c h r i s t u s	c h r i s t u s	c h r i s t u s
ph e l i x		f e l i n c h r e	f e l i x	f e l i n c h r e	p h u l i a	f e l i n c h r e	f e l i n c h r e
e ph r a I m		e p h r a i m	e p h r a i m	e p h r a i m	e p h r a m	e p h r a i m	e p h r a i m
i e s o u		j e s u s	j e s u	j e s u s	j e s u s	j e s u s	j e s u s
p o r k i o s		p o r c i u s	p o r c i u s	p o r c i u s	p u r c i u s	p o r c i u s	p o r c i u s
k n i d o n		c n i d o n	c n i d o n	c n i d o n	c o n d u n	c n i d o n	c n i d o n
n a kh o r		n a c h o r	n a c o r	n a c h o r	n a c h o r	n a c h o r	n a c h o r
e l i o u d		e l i u d	e l i u d	e l i u d	e l i u d	e l i u d	e l i u d
p t o l e m a I d a		p t l e m a i d a	p t l e m a i d a	p t l e m a i d a	p u l e m	p t l e m a i d a	p t l e m a i d a
i o e l		j o e l	j o e l	j o e l	j o l e	j o e l	j o e l
g a l a t i a n		g a l a t i a	g a l a t i a	g a l a t i a	g a l a t i a	g a l a t i a	g a l a t i a
m u r a		m y r a	m y r a	m y r a	m y r	m y r a	m y r a
k i s		c ὶ s	c i s	c i s	k o s	c i s	c i s
p i l a t o u		p i l a t u	p i l a t u	p i l a t u	p i l a t u s	p i l a t u	p i l a t u
a n a ph e r o		a n a p h e r o	a n a p h e r o	a n a p h e r o	a n a p h	a n a p h e r o	a n a p h e r o
