unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
e b e e r	e b e r	e b e e r	e b e e r	e b e e r	e b e r a	e b e e r	e b e e r
a b u r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a	a b r a h a m	a b r a h a m
l a w o d i s e	l a o d i c e a	l a o d i c e	l a o d i c e	l a o d i c e	l a o d i a	l a o d i c e	l a o d i c e
e l i m a s	e l i m a s	e l i m a s	e l i m a s	e l i m a s	e l i m a s	e l i m a s	e l i m a s
a r s i p	a r s i p o s	a r s i p	a r s i p	a r s i p	a r i p h u s	a r s i p	a r s i p
k o r n e y i	c o r n a i	c o r n e i	c o r n e i	c o r n e i	j o r a e n	c o r n e i	c o r n e i
k i r i n u s		c r i n i u s	c r i n u s	c r i n i u s	c r i s u s	c r i n i u s	c r i n i u s
s e r e m i	s e r e m i a	s e r e m i	s e r e m i	s e r e m i	j e r a m e m	s e r e m i	s e r e m i
u t i k u s	t i c u s	u t h i c u s	u t h i c u s	u t h i c u s	u t i c u s	u t h i c u s	u t h i c u s
e r m a s	h e r m a s	h e r m a s	h e r m a s	h e r m a s	e r m a s	h e r m a s	h e r m a s
s i t a k i s	s t a k i s	s i t h a c h i s	s t a c h i s	s i t h a c h i s	j y t h a	s i t h a c h i s	s i t h a c h i s
s u s a	j u s a	s u s a	s u s a	s u s a	j u s a h	s u s a	s u s a
i l i r i	y l r i a	i l i r i	l y r i a	i l i r i	i r i a	i l i r i	i l i r i
a p o l i y o NG		a p o l l i o	a p o l l i o	a p o l l i o	a p o l i a	a p o l l i o	a p o l l i o
a n u t e	a n u t h e a	a n u t h e	a n u t e	a n u t h e	a n u t h e u s	a n u t e	a n u t h e
e m a n u w e l	e m a n u e l	e m a n u e l	e m m a n u e l	e m a n u e l	g e m a n u s	e m a n u e l	e m a n u e l
n a s a r e t	n a s a r e t u s	n a s a r e t	n a s a r e t	n a s a r e t	n a s h e r	n a s a r e t	n a s a r e t
e b u l u s		e b u l u s	e b u l l u s	e b u l u s	e r u d u s	e b u l u s	e b u l u s
k a a n a NG		c a a n a n	c a a n a n	c a a n a n	j e a n a n	c a a n a n	c a a n a n
f i l i p		p h i l i p o s	p h i l i p o s	p h i l i p o s	p u l i a	p h i l i p o s	p h i l i p o s
