unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
d u r u s i l a	d u r u s i l a	d u r u s i l a	d u r u s i l a	d u r u s i l a	d u r u s l l a	d u r u s i l a	d u r u s i l a
a b r a a m i m		a b r a h a m m	a b r a h a m i m	a b r a h a m m	a b r a h	a b r a h a m m	a b r a h a m m
l a m e k	l a m e c	l a m e c	l a m e c	l a m e c	l a m e k	l a m e c	l a m e c
e l i s a b e t	e l i s a b e t h	e l i s a b e t	e l i s a b e t	e l i s a b e t	e l i s a	e l i s a b e t	e l i s a b e t
a p o l l i y o n	a p o l l i o n	a p o l l i o n	a p o l l i o n	a p o l l i o n	a p h o l u s	a p o l l i o n	a p o l l i o n
k r e s k e	c r e s c e	c r e s c e	c r e s c e	c r e s c e	c r e s h e s	c r e s c e	c r e s c e
p o p l i y o	p h o p l i u s	p o p l i u s	p o p l i u s	p o p l i u s	p h o p l i u s	p o p l i u s	p o p l i u s
y u d a	j u d a	j u d a	j u d a	j u d a	j u d a h	j u d a	j u d a
y u p r a t e	j u p h r a t e	j u p r a t e	j u p r a t e	j u p r a t e	j u c h r a t h e s	j u p r a t e	j u p r a t e
a r a n	a r a n	a r a n	a r a n	a r a n	h a r a n	a r a n	a r a n
p a i m	p a i m	p a i m	p a i m	p a i m	p a i m	p a i m	p a i m
k l a u d i y a	c l a u d i a	c l a u d i a	c l a u d i a	c l a u d i a	c l l a u d i a	c l a u d i a	c l a u d i a
i m e n a y o	i m e n a e u s	i m e n a e u s	i m e n a e u s	i m e n a e u s	i m e n a u s	i m e n a e u s	i m e n a e u s
a p o l o	a p o l	a p o l u s	a p o l u s	a p o l u s	a p p h o l u s	a p o l u s	a p o l u s
m a k e d o n i y a	m a c e d o n i a	m a c e d o n i a	m a c e d o n i a	m a c e d o n i a	m a r e d o n i a	m a c e d o n i a	m a c e d o n i a
i k o n i y o n	i c o n i o n	i c o n i o n	i c o n i o n	i c o n i o n	i c o n i u s	i c o n i o n	i c o n i o n
n a r k i s o m n a	n a r c h i z u s	n a r c h i s u s	n a r c h i s u s	n a r c h i s u s	n a r c i u s	n a r c h i s u s	n a r c h i s u s
