unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
s o s t e n e s		s o s t e n e s	s o s t e n e s	s o s t e n e s	s o t e n e s	s o s t e n e s	s o s t e n e s
e l e a z a		e r e a z a	e l e a z a	e r e a z a	e l e a h	e l e a z a	e r e a z a
e n o		e n o	e n o	e n o	h e n o n	e n o	e n o
a p i o  s		a p i u s	a p i o s	a p i u s	a p p p h o s	a p i u s	a p i u s
k l i t		c l a t	c r i t	c l a t	k e t h a	c l a t	c l a t
l e o b o a m		l e o b o a m	l e o b o a m	l e o b o a m	r e s b a m	l e o b o a m	l e o b o a m
j u		j i h u d o y a	j u	j i h u d o y a	j i h u d	j u	j i h u d o y a
g a d	g a d	g a d	g a d	g a d	g a d	g a d	g a d
e l o d i o n		e r o d i o n	e r o d i o n	e r o d i o n	h e r o d	e r o d i o n	e r o d i o n
s i n t i c h e		s i n t i c h e	s i n t i c h e	s i n t i c h e	s y t h i c h	s i n t i c h e	s i n t i c h e
k l o d i a s		c l o d i a s	c l o d i a s	c l o d i a s	c r o d i a s	c l o d i a s	c l o d i a s
i z @  l e		i z l i l i a	i z e s l e	i z l i l i a	e z i s h l u s	i z l i l i a	i z l i l i a
a f i a		a p h i a	a p h i a	a p h i a	a p h i a	a p h i a	a p h i a
m a k	m a c h	m a c	m a k	m a c	m a c h	m a k	m a c
i z @  l e		i z l i l i a	i z e s l e	i z l i l i a	e z i s h l u s	i z l i l i a	i z l i l i a
n i k o p o l i s		n i c o p o l i s	n i c o p o l i s	n i c o p o l i s	n e c o p o r i s	n i c o p o l i s	n i c o p o l i s
i v e	i v e	i v e	i v e	i v e	g e e l	i v e	i v e
k a p e n a w u m		c a p e n a n o m e	c a p e n a n n u m	c a p e n a n o m e	a p e n a n	c a p e n a n o m e	c a p e n a n o m e
f l i g i a		p h l i g i a	p h l e g i a	p h l i g i a	p h i l i a	p h l i g i a	p h l i g i a
s i s a		s i s a	s i s a	s i s a	s y s a r	s i s a	s i s a
j u n i a s		j u n i a s	j u n i a s	j u n i a s	j u n e a s	j u n i a s	j u n i a s
e y o d i a		e i o d i a	e i o d i a	e i o d i a	h e o d	e i o d i a	e i o d i a
e n o  k		e n o k	e n o k	e n o k	h e n u s	e n o k	e n o k
a b u d		a b u d	a b u d	a b u d	a b u d	a b u d	a b u d
a b e l		a b e l	a b e l	a b e l	a b e l	a b e l	a b e l
p e l e t		p y r e t	p e r e t	p y r e t	p e l e t	p e l e t	p y r e t
l a		l a	l a	l a	l y c a o n i a	l a	l a
a m o  s		a m o s	a m o s	a m o s	a m r o s	a m o s	a m o s
m e k i z e d e k		m e k i z e d e k	m e c h i z e d e k	m e k i z e d e k	m e r c h i z	m e k i z e d e k	m e k i z e d e k
s o  l		s o l	s o l	s o l	s h o l	s o l	s o l
a l f e o		a r p h e o	a r p h e o	a r p h e o	a r p h e l u s	a r p h e o	a r p h e o
m a s e d o n i a		m a c e d o n i a	m a c e d o n i a	m a c e d o n i a	m a k e d u n	m a c e d o n i a	m a c e d o n i a
m e l e a		m e r e a	m e r e a	m e r e a	m e r e a h	m e r e a	m e r e a
g a l i l i		g a l i l a	g a l i l i	g a l i l a	g a l i l a	g a l i l a	g a l i l a
b a t i m e y u		b a t i m e e u	b a t i m e e u	b a t i m e e u	b a r t h e u s	b a t i m e e u	b a t i m e e u
a g a		a g a	a g a	a g a	a g a	a g a	a g a
e j i b		e j i b	e j i b	e j i b	e b i b	e j i b	e j i b
e p a f l o  d i t u s		e p a p h r o d i t u s	e p a p h r o d i t u s	e p a p h r o d i t u s	e p p p h r o s	e p a p h r o d i t u s	e p a p h r o d i t u s
t a l i t a		t a l i t a	t a l i t a	t a l i t a	t a r i t h a	t a l i t a	t a l i t a
f o n i s i a		p h o e n i c i a	p h o n y s i a	p h o e n i c i a	p h e n e s i a	p h o e n i c i a	p h o e n i c i a
t e		t y a	t e	t y a	m o g i	t e	t y a
b e t e l e g h e m		b e t e r e h e m	b e t e r a h e m	b e t e r e h e m	b e t h e l	b e t e r e h e m	b e t e r e h e m
m o l o k		m o r o c	m o l o k	m o r o c	m a r o l	m o l o k	m o r o c
g a l a s i n		g a l a s e n	g a l a s i n	g a l a s e n	g a l a s e n	g a l a s e n	g a l a s e n
e s a o		e s a o	e s a o	e s a o	e s a r u s	e s a o	e s a o
j o a n a		j o a n a	j o a n a	j o a n a	j o n a h	j o a n a	j o a n a
l e b e k a		l e b e c a	l e b e c a	l e b e c a	l e b c h a h	l e b e c a	l e b e c a
k o  l o s i a		c u l o s i a	c o l o s i a	c u l o s i a	c h o r o s	c u l o s i a	c u l o s i a
n i k o d e m o s		n i c o d e m o s	n i c o d e m o s	n i c o d e m o s	n i c h o m u s	n i c o d e m o s	n i c o d e m o s
e l i m a s		e l i m a s	e l i m a s	e l i m a s	e l i m a s	e l i m a s	e l i m a s
l u b e n		l u b e n	l u b e n	l u b e n	r u b e	l u b e n	l u b e n
j o l i m		j o l i m	j o l i m	j o l i m	j o r i m	j o l i m	j o l i m
g a m a l i a		g a m a r i a	g a m a r i a	g a m a r i a	g a m a l i a	g a m a r i a	g a m a r i a
n a t a n i a		n a t a n i a	n a t a n i a	n a t a n i a	n a t h e r	n a t a n i a	n a t a n i a
l e v i		l e v i	l e v i	l e v i	l e z i a	l e v i	l e v i
a k a y a		a c i a	a c a i a	a c i a	a c e a	a c i a	a c i a
p e l e t		p y r e t	p e r e t	p y r e t	p e l e t	p e l e t	p y r e t
