unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
t a b i t a	t a b i t h a	t a b i t h a	t a b i t h a	t a b i t h a	t a b i t h a	t a b i t h a	t a b i t h a
a b r a h a m o	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a m	a b r a h a m	a b r a h a m
t a c n e - n u t e n i g e	t a n e n u t h e n g	t a n n e u n u t e n i g e	t a n n e - n u t e n i g e	t a n n e u n u t e n i g e	s h e n a	t a n n e u n u t e n i g e	t a n n e u n u t e n i g e
e l y u d a	e l u d	e l i u d a	e l i u d a	e l i u d a	e l u d	e l i u d a	e l i u d a
a p o l y o n i	a p o l o n	a p o l o n i	a p o l o n i	a p o l o n i	h o l o n	a p o l o n i	a p o l o n i
k o r i n i t o	c o r i n i m	c o r i n i t o	c o r i n i t o	c o r i n i t o	c o r i t u s	c o r i n i t o	c o r i n i t o
p e t o l e m a i s a	p e t o l e m e s a	p e t o l e m a i s a	p e t o l e m a i s a	p e t o l e m a i s a	p h o l e m i a	p e t o l e m a i s a	p e t o l e m a i s a
y u u d e a	j u d e a	j u d e a	j u d e a	j u d e a	j u d	j u d e a	j u d e a
e u p r a t e s	e y p r a t h e s	e u p h r a t e s	e u p h r a t e s	e u p h r a t e s	e u p h a t	e u p h r a t e s	e u p h r a t e s
h e b e r u	h e b e r u s	h e b e r u	h e b e r u	h e b e r u	z e b e r u s	h e b e r u	h e b e r u
s o p a t a	s o p a t h a	s o p h a t a	s o p h a t h a	s o p h a t a	s o p h a t	s o p h a t a	s o p h a t a
k e r i s o	m e s h i c h a	c e r i s o	c e r i s o	c e r i s o	c e s o s	c e r i s o	c e r i s o
i k o n i y a	i c o n i a	i c o n i a	i c o n i a	i c o n i a	i c o n a	i c o n i a	i c o n i a
a p o l o	a p o l o s	a p o l o	a p o l o	a p o l o	a p o l o s	a p o l o	a p o l o
y a a r e d e	j a r e d	j a r e d	j a r e d	j a r e d	j a r e d	j a r e d	j a r e d
i d u m e a	i d u m e a	i d u m e a	i d u m e a	i d u m e a	j y d e	i d u m e a	i d u m e a
n a r k i s u s	n a r c h i s u s	n a r c h i s u s	n a r c h i s u s	n a r c h i s u s	n a r c i s	n a r c h i s u s	n a r c h i s u s
e t i y o p i y a	e t i o p h i a	e t i o p h i a	e t i o p h i a	e t i o p h i a	e t i o p	e t i o p h i a	e t i o p h i a
k a a n a	c a a n	c a a n n a	c a a n n a	c a a n n a	c a n a	c a a n n a	c a a n n a
p i l i m o n	p h i l i m o n	p h i l i m o n	p h i l i m o n	p h i l i m o n	p i l i o n	p h i l i m o n	p h i l i m o n
b o a s a	b o a z a	b o a s a	b o a s a	b o a s a	b o a s	b o a s a	b o a s a
y u u d e a	j u d e a	j u d e a	j u d e a	j u d e a	j u d	j u d e a	j u d e a
e s a u	e z e	e s a u	e s a u	e s a u	e s u a	e s a u	e s a u
e l i s a	e l i z a	e l i s a	e l i s a	e l i s a	e l i a	e l i s a	e l i s a
a b i l e n e	a b i l e n e	a b i l e n e	a b i l e n e	a b i l e n e	a b i l e n	a b i l e n e	a b i l e n e
a b e l a	a b e l	a b e l a	a b e l a	a b e l a	a b e l u s	a b e l a	a b e l a
