unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
e f e s o s	e p h e s u s	e p h e s u s	e p h e s u s	e p h e s u s	e v e s u s	e p h e s u s	e p h e s u s
u s i y a	u c i a	u c i a	u c i a	u c i a	s y s i a	u c i a	u c i a
p i t a	k i p h a	b i t h a	b i t h a	b i t h a	b e t h a	b i t h a	b i t h a
j i s a s	j e s u s	j e s u s	j e s u s	j e s u s	j e s a s u s	j e s u s	j e s u s
s u s	s u s	s u s	s u s	s u s	s u s	s u s	s u s
j o u l a m	j o r a m	j o r a m	j o r a m	j o r a m	j o r a m	j o r a m	j o r a m
s a i k a	s i c a	s a i c a	s i c a	s a i c a	s i c h a e e	s i c a	s i c a
k i l i y o u p a s		c r e o p a s	c h r e o p a s	c r e o p a s	c a r i u b	c r e o p a s	c r e o p a s
n g k a l i y o u	g a l i o r	g a l i o	g a l i o	g a l i o	g a r i u s	g a l i o	g a l i o
s e l e p a p e l	s e r e p a b e l	s e l e b a b e l	s e l e b a b e l	s e l e b a b e l	s e l e b a	s e l e b a b e l	s e l e b a b e l
j e l u s a l e m	j e r u s a l e m	j e r u s a l e m	j e r u s a l e m	j e r u s a l e m	j e r o s	j e r u s a l e m	j e r u s a l e m
l a s e y a	l a z e a	l a z e a	l a z e a	l a z e a	l a z e s	l a z e a	l a z e a
m a l i y a	m a r i a	m a r i a	m a r i a	m a r i a	m a l i a	m a r i a	m a r i a
s e t e n	s a t a n a	s a t a n	s a t a n a	s a t a n	s e d e e	s a t a n a	s a t a n a
a t e m i s	d i a n a	a d e m e s	a d e m e s	a d e m e s	a t e t h a m e s	a d e m e s	a d e m e s
i k i n j a n i m o ' m a l o f o f o h o		i c e n j a n u m a l o v a h	c e n j a n h m a r u f u h	i c e n j a n u m a l o v a h	e c h i a n	i c e n j a n u m a l o v a h	i c e n j a n u m a l o v a h
m a t i y a s	m a t t i u s	m a t t i a s	m a t t i a s	m a t t i a s	m a t e t h i a s	m a t t i a s	m a t t i a s
a l i s i t a k o s		a r i s t a c u s	a r i s t a c u s	a r i s t a c u s	e l i s t u s	a r i s t a c u s	a r i s t a c u s
i j i p	p h a r a o h	i j i p	y g i p	i j i p	e s i p h a	i j i p	i j i p
m p i l a s i t o s		b r a s t u s	b r a s t u s	b r a s t u s	b a l a k u s	b r a s t u s	b r a s t u s
l i f a i	l y p h i	l i n a i	l p h i	l i n a i	l i p h a	l i n a i	l i n a i
p i t a	k i p h a	b i t h a	b i t h a	b i t h a	b e t h a	b i t h a	b i t h a
e f e s o s	e p h e s u s	e p h e s u s	e p h e s u s	e p h e s u s	e v e s u s	e p h e s u s	e p h e s u s
a p i l e n e	a b i l e n e s	a b y l e n e	a b r e n e	a b y l e n e	a p h i l a	a b y l e n e	a b y l e n e
a p e l	a b e l	a b e l	a b e l	a b e l	a r b a	a b e l	a b e l
k w i l i n i y o s i y o h o		q u i l i n i u s	c o r i n i u s h	q u i l i n i u s	c i l i u s	q u i l i n i u s	q u i l i n i u s
a m o u s i y e		a m o s e	a m o s e	a m o s e	a m o s	a m o s e	a m o s e
m a l i y a	m a r i a	m a r i a	m a r i a	m a r i a	m a l i a	m a r i a	m a r i a
s o m e l i y a	s a m a r i a	s a m a r i a	s a m a r i a	s a m a r i a	s a m a m a	s a m a r i a	s a m a r i a
a l i f i y o s i y e		a r p h i a s	a r p h i e u s	a r p h i a s	a r p h i u s	a r p h i a s	a r p h i a s
