unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
a b r a a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b	a b r a h a m	a b r a h a m
u e e t i y o o p i i j a	c u s h	e t h i o p i g a	e t h i o p i g a	e t h i o p i g a	e t h i o p i a	e t h i o p i g a	e t h i o p i g a
e e l i i s e e	e l i s	e l i c e	e l i c e	e l i c e	e l i s e	e l i c e	e l i c e
a p o o l i y o n		a p o l i o n	a p o l i o n	a p o l i o n	a p o l i o	a p o l i o n	a p o l i o n
k o o l o o s i	c o l	c o l o s	c o l o s	c o l o s	c o l o s	c o l o s	c o l o s
k a a r t u s i	c h a r t u s	c a r t u s	c h a r t u s	c a r t u s	c a r t u s	c a r t u s	c a r t u s
j u u d e e	j u d e a	j u d e a	j u d e a	j u d e a	j u d e a	j u d e a	j u d e a
e e f o o d i i	e p h o d i a	e p h o d i a	e p h o d i a	e p h o d i a	h e p h o d i a	e p h o d i a	e p h o d i a
k a a r a n	c h a r a n	c h a r a n	c a r a n	c h a r a n	c a r a n	c h a r a n	c h a r a n
s i t a k u	s a t a c u s	s a t a c u	s a t a c u s	s a t a c u	s i t h a n	s a t a c u s	s a t a c u s
k o o r a s i n	c o r a s y n	c o r a s y n	c o r a s y n	c o r a s y n	c o r a s	c o r a s y n	c o r a s y n
i m e e n e e	i m e n e	i m a e n e a s	i m e n e	i m a e n e a s	m i m e n e	i m e n e	i m e n e
a p o o l o o s i	a p o l	a p o l o s	a p o l o s	a p o l o s	a p o l o s	a p o l o s	a p o l o s
m a s e e d u a a n	m a k e d u n i a	m a k e d u n i a	m a k e d u n i a	m a k e d u n i a	m a s e d	m a k e d u n i a	m a k e d u n i a
i k o o n i u m	c o n i u m	i c o n i u m	i c o n i u m	i c o n i u m	i c o n i a	i c o n i u m	i c o n i u m
n a a s i i s i	n a z i s	n a s i s	n a h s i s	n a s i s	n a s i c u s	n a s i s	n a s i s
