unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
c r e s c e n t e	c r e s c e n t	c r e s c e n t	c r e s c e n t	c r e s c e n t	c r e s e n	c r e s c e n t	c r e s c e n t
b i t i n i a	b i t i n i a	b i t i n i a	b i t i n i a	b i t i n i a	b i t i a	b i t i n i a	b i t i n i a
m a t a n		m a t a n	m a t a n	m a t a n	m a t a n	m a t a n	m a t a n
j o s i a s		j o s i a s	j o s i a s	j o s i a s	j o s i a	j o s i a s	j o s i a s
n o e		n o a m	n o e	n o a m	n o s e	n o e	n o a m
f a r i s e o	p h a r i s h e e	p h a r i s e u s	p h a r i s e w	p h a r i s e u s	p h a r i s h e e	p h a r i s h e e	p h a r i s e u s
z o r o b a b e l	z o r o b a b e t h	z o r o b a b e l	z o r o b a b e l	z o r o b a b e l	z e r o b	z o r o b a b e l	z o r o b a b e l
h e r o d e s	h e r o d e s	h e r o d e s	h e r o d e s	h e r o d e s	h e r o d	h e r o d e s	h e r o d e s
t a m a r	t a m a r	t a m a r	t a m a r	t a m a r	h a m a r	t a m a r	t a m a r
c l a u d i a	c l a u d i a	c l a u d i a	c l a u d i a	c l a u d i a	c h a u d	c l a u d i a	c l a u d i a
i s a a c	i s a a k	i s a a k	i s a a k	i s a a k	i s a	i s a a k	i s a a k
a p i a	a p i a	a p i a	a p i a	a p i a	a p p i a	a p i a	a p i a
m a r c o s	m a r c o s	m a r c o s	m a r c u s	m a r c o s	m a r c h u s	m a r c o s	m a r c o s
i s a i a s		i s h a i a	i s h a i a	i s h a i a	i s a p h i a	i s h a i a	i s h a i a
n i c o p o l i s		n i c o p o l i s	n i c o p o l i s	n i c o p o l i s	n i c o s	n i c o p o l i s	n i c o p o l i s
e u t i c o	e u t i c u s	e u t i c u s	e u t i c u s	e u t i c u s	e u t h	e u t i c u s	e u t i c u s
c a p a d o c i a	c a p a d o c i a	c a p a d o k i a	c a p a d o k i a	c a p a d o k i a	c h a p a d	c a p a d o k i a	c a p a d o k i a
f r i g i a	p h r i c i a	p h r i g i a	p h r i g i a	p h r i g i a	p h r i o l	p h r i g i a	p h r i g i a
c a i f a s		c a i p h a s	c a i p a s	c a i p h a s	c a i p h a s	c a i p h a s	c a i p h a s
j u d e a	j u d a e a	j u d e a	j u d e a	j u d e a	j u d e a	j u d e a	j u d e a
e u b u l o	e u b u l u s	e u b u l u s	e u b u l	e u b u l u s	e u b u l	e u b u l u s	e u b u l u s
e m a u s		e m a u s	e m a u s	e m a u s	e m m a s	e m a u s	e m a u s
a b i u d	a b i u d	a b i u d	a b i u d	a b i u d	a b i u d	a b i u d	a b i u d
a b e l	a b e t h	a b e l	a b e l	a b e l	a b e l	a b e l	a b e l
p i l a t o	p i l a t u s	p h i l a t u s	p h i l a t u s	p h i l a t u s	p i l l a t u s	p h i l a t u s	p h i l a t u s
t i a t i r a	t i a t i r a	t i a t i r a	t i a t i r a	t i a t i r a	t y p r a	t i a t i r a	t i a t i r a
a n f i p o l i s		a n p h i p o l i s	a n f i p o l i s	a n p h i p o l i s	a n p h i p o l i s	a n p h i p o l i s	a n p h i p o l i s
