unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
e  l a m		e l a m	e l a m	e l a m	e l e m a	e l a m	e l a m
a b r a h a m		a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m
l a o d i s i a	l a o d i s i a	l a o d i k e i a	l a o d i k e i a	l a o d i k e i a	l a o d i c i a	l a o d i k e i a	l a o d i k e i a
s e t		s e t h	s e t h	s e t h	s e r t h e	s e t h	s e t h
a p o l i o n		a p o l i o n	a p o l l i o n	a p o l i o n	a p o l o n	a p o l i o n	a p o l i o n
k r i s p o s		c h r i s p u s	c h r i s p p u s	c h r i s p u s	c r i s o s	c h r i s p u s	c h r i s p u s
p o b l i o s		p u b l i u s	p o b l i u s	p u b l i u s	p o l i u s	p u b l i u s	p u b l i u s
j e r e m a y a		j e r e m a i a s	j e r e m a e a	j e r e m a i a s	j e r a m	j e r e m a i a s	j e r e m a i a s
g a b a t a		g a b a t h a	g a b a t h a	g a b a t h a	g a b a n	g a b a t h a	g a b a t h a
h e m o g e  n e s		h e r m o g e n e s	h e r m o g e n n e s	h e r m o g e n e s	h e r o g	h e r m o g e n e s	h e r m o g e n e s
s o s i p a t e		s u s i p a t e	s o s i p a t e r	s u s i p a t e	s o s i a t	s u s i p a t e	s u s i p a t e
k l e  m e n		c l e m e n	c l e m e n	c l e m e n	c e e r a n	c l e m e n	c l e m e n
i l i r i k o m		i l i r y c h u m	i l i r i c h o m	i l i r y c h u m	i l i c u m	i l i r y c h u m	i l i r y c h u m
a p o l o s		a p o l o s	a p o l l u s	a p o l o s	a p o l o s	a p o l o s	a p o l o s
m a s i d o n i a		m a s i d o n i a	m a s i d o n i a	m a s i d o n i a	m a i d o n i a	m a s i d o n i a	m a s i d o n i a
e m a n u e l		e m a n u e l	e m a n u e l	e m a n u e l	e m a n u l	e m a n u e l	e m a n u e l
n a f t a l i		n a p h t a l i	n a p h t a l i	n a p h t a l i	n a l p h a l i a	n a p h t a l i	n a p h t a l i
y u t i k o s		j u t h i c u s	j u t h i c u s	j u t h i c u s	y u t i u s	j u t h i c u s	j u t h i c u s
k a p o s		c a p u s	c a p p u s	c a p u s	c a p o s	c a p u s	c a p u s
f i l e m o n		p h i l e m u n	p h i l e m o n	p h i l e m u n	p h i l e m o n	p h i l e m u n	p h i l e m u n
k e n	c h e n	c h e n	c e n	c h e n	k e n n	c h e n	c h e n
j u d a s		j u d a s	j u d a s	j u d a s	j u d a s	j u d a s	j u d a s
y u n i s		j u n i s	e u n i s	j u n i s	i u n i s	j u n i s	j u n i s
e n o k		e n o k	e n o c h	e n o k	e n o n	e n o k	e n o k
a b i l e n e	a b y l e n e	a b y l e n e	a b y l e n e	a b y l e n e	a b i l a n e	a b y l e n e	a b y l e n e
a b e l		a b e l	a b e l	a b e l	a b e l e	a b e l	a b e l
f i l e  t o s		p h i l e t u s	p h i l e t u s	p h i l e t u s	p h i l e g u s	p h i l e t u s	p h i l e t u s
s i r i a		s y r i a	s i r i a	s y r i a	s i r i a	s i r i a	s i r i a
e  m o s		e m u s	e m u s	e m u s	e m o s	e m u s	e m u s
m a r i a		m a r i a h	m a r i a	m a r i a h	m a r i a	m a r i a	m a r i a
s a m a r i a		s a m a r i a	s a m a r i a	s a m a r i a	s a m a r i a	s a m a r i a	s a m a r i a
a l f e y o s		a l p h a e u s	a l p h e u o s	a l p h a e u s	a l p o r u s	a l p h a e u s	a l p h a e u s
m a a t		m a a t	m a a t	m a a t	m a t e r	m a a t	m a a t
