unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
d o r	d o r	d o r	d o r	d o r	d o r	d o r	d o r
a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h	a b r a h a m	a b r a h a m
k i r	k i r	c i r	c y r	c i r	c i r	c i r	c i r
e l i s h a	e l i s h a	e l i s h a	e l i s h a	e l i s h a	e l i c i u s	e l i s h a	e l i s h a
a p f i a	a p p h i a	a p p h i a	a p p h i a	a p p h i a	a p p h i a	a p p h i a	a p p h i a
k o r n e l i a s	c o r n e l i u s	c o r n e l i a s	c o r n e l i a s	c o r n e l i a s	c o r n e l i a s	c o r n e l i a s	c o r n e l i a s
p o n t u s	p o n t u s	p o n t u s	p o n t u s	p o n t u s	p o n t u s	p o n t u s	p o n t u s
j o r a m	j o r a m	j o r a m	j o r a m	j o r a m	j o r a m	j o r a m	j o r a m
e u o d i a	e u o d i a	e u o d i a	e r a r o d i a	e u o d i a	e u u d i a	e u o d i a	e u o d i a
s u n g k h a t	s u n g c h a t	s u n g c h a t	s u n g c h a t	s u n g c h a t	s e n g r c a t	s u n g c h a t	s u n g c h a t
z i o n	z i o n	z i o n	z i o n	z i o n	z i o n	z i o n	z i o n
k h u z a	c h u z a	c h u z a	c h u z a	c h u z a	c h u z a	c h u z a	c h u z a
h o s e a	h o s e a	h o s e a	h o s e a	h o s e a	h o s e a	h o s e a	h o s e a
a p o l l i o n	a p o l l i o n	a p o l l i o n	a p o l l i o n	a p o l l i o n	a p o l l i n o n	a p o l l i o n	a p o l l i o n
m a g d a l e n e	m a g d a l e n e	m a g d a l e n e	m a g d a l e n e	m a g d a l e n e	m a g d a l e n	m a g d a l e n e	m a g d a l e n e
z a a	z a a	z a a	z a a	z a a	z a a	z a a	z a a
n a g g a i	n a g g a i	n a g g a i	n a g g a i	n a g g a i	n a g g a i a	n a g g a i	n a g g a i
n a h u m	n a h u m	n a h u m	n a h u m	n a h u m	n a h u m	n a h u m	n a h u m
e t h i o p i a	e t h i o p i a	e t h i o p i a	e t h i o p i a	e t h i o p i a	e t h i o p i a	e t h i o p i a	e t h i o p i a
d i n	d i n	d i n	d i n	d i n	d i n	d i n	d i n
r o m	r o m	c e s a r	c e s a r	c e s a r	r e s a r	c e s a r	c e s a r
j o h a n	j o h n	j o h a n	j o h n	j o h a n	j o h a n	j o h a n	j o h a n
