unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m	a b r a h a m
l a z a a r	l a s a r	l a z a r	l a z a r	l a z a r	l a s a r	l a z a r	l a z a r
e n o s		e n o s	e n o s	e n o s	h e n o s	e n o s	e n o s
a p o l i y o n		a p o l i o n	a p o l i o n	a p o l i o n	a p p o n i u s	a p o l i o n	a p o l i o n
k r e t i		c r e d	c r e d	c r e d	k r e t h u s	c r e d	c r e d
r a m a a	r a m a	r o m e a	r a m a	r o m e a	r a m a h	r a m a	r a m a
y e e z u u	j e s u s	j e s u s	j e s u s	j e s u s	j e s u s	j e s u s	j e s u s
e b r e e	h e b r e w	e b r e w	e b r e e	e b r e w	h e b r e e	e b r e e	e b r e w
h i r o o d i		h e r o d e s	h e r o d i	h e r o d e s	h e r o d	h e r o d e s	h e r o d e s
s i k a a r	s y c h a r	s y q u a r	s y c h a r	s y q u a r	s y c h a r	s y c h a r	s y c h a r
k l o d i y u s	c l o d i u s	c l o d i u s	c l o d i u s	c l o d i u s	c l o d i a	c l o d i u s	c l o d i u s
e z a y i i	e s a i a	e s a i a	e s a i	e s a i a	e s a i a	e s a i a	e s a i a
a p o l o s		a p o l o s	a p o l o s	a p o l o s	a p p o s	a p o l o s	a p o l o s
m a n a y e n		m a n a e n	m a n a e n	m a n a e n	m a n a h e n	m a n a e n	m a n a e n
i s k a r i y o t i		i s q u r i o t u s	i s c a r i o t i	i s q u r i o t u s	i s c a r i u t	i s q u r i o t u s	i s q u r i o t u s
n i k a n o o r		n i c a n o r	n i c a n o r	n i c a n o r	n a c h a r u s	n i c a n o r	n i c a n o r
e t i k i		e t y c h	e t i c i	e t y c h	e t h u s	e t y c h	e t y c h
k a p e r n a w u m		c a p e r n a u u m	c a p e r n a u u m	c a p e r n a u u m	a p p a r e m	c a p e r n a u u m	c a p e r n a u u m
f e b e	p h e b e	f e b e	f e b e	f e b e	p e b e s	f e b e	f e b e
s e z a r e e	s e s a r e a	s e z a r e w	s e s a r e e	s e z a r e w	s e s a r e a	s e s a r e a	s e z a r e w
z a a n	j o h n	j o h n	z a n	j o h n	j a n a n	j o h n	j o h n
e n i s	e n i s	e n y s	e n i s	e n y s	a n i s	e n i s	e n i s
e n o k		e n o k	e n o k	e n o k	h e n o c	e n o k	e n o k
a b i l e n n i		a b y l e n e	a b i l e n e	a b y l e n e	a b b e l	a b y l e n e	a b y l e n e
a b e l		a b e l	a b e l	a b e l	a b e l	a b e l	a b e l
f e n i s i i	p h o e n i c i a	f e n i c i a	f e n i c i a	f e n i c i a	p h e o n i s	f e n i c i a	f e n i c i a
t e e r t i y u s		t e r t i u s	t e r t i u s	t e r t i u s	t e e r t i u s	t e r t i u s	t e r t i u s
a m o o n		a m o n	a m o n	a m o n	a m o n	a m o n	a m o n
