unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
b a a t i m e		b a a t i m e	b a a t i m e	b a a t i m e	b a a t h	b a a t i m e	b a a t i m e
b i l i h a	b i l i h a	b i l i h a	b i l i h a	b i l i h a	b i l i j a h	b i l i h a	b i l i h a
k e b a r i n	k e b a r	c h e b a r i n	c h e b a r i n	c h e b a r i n	k e b i a	c h e b a r i n	c h e b a r i n
e r a s u t u	e r a s h u t u s	e r a s u s t u s	e r a s u s t u s	e r a s u s t u s	e r a s u s	e r a s u s t u s	e r a s u s t u s
s a l u m u	s a l m	z a l m u s	z a l m u s	z a l m u s	s a l u m	z a l m u s	z a l m u s
b a r u k u	b a r u g	b a r u c u s	b a r u c h u s	b a r u c u s	b a r u s	b a r u c u s	b a r u c u s
y a i r i	j a i r	j a r y	j a r i	j a r y	j a i r	j a i r	j a r y
a n a	a n n a	a n n a	a n n a	a n n a	a n a	a n n a	a n n a
b a a l i	b a a l	b a a l	b a a l	b a a l	b a a l	b a a l	b a a l
y o a s i	j o a s	j o a z	j o a z	j o a z	j o a s	j o a z	j o a z
a s a	a z a	a s a	a s a	a s a	a s a h	a s a	a s a
m i k i m a s i o		m i c h i m a a z o r o n	m i c h i m a a z o	m i c h i m a a z o r o n	m i c m a	m i c h i m a a z o r o n	m i c h i m a a z o r o n
m a r e s a	m a r e s a	m a r e z z a h	m a r e z z a	m a r e z z a h	m a r e s a	m a r e s a	m a r e s a
o n e s i f u n		o n e s i p h u n	o n e s i p h u n	o n e s i p h u n	c e n e s h	o n e s i p h u n	o n e s i p h u n
g a l i l e	g a l i l	g a l i l e	g a l i l e	g a l i l e	g a l l a h	g a l i l e	g a l i l e
b i k i r i n	b i k i r	b i c r i n	b i c r i n	b i c r i n	b i c r i e	b i c r i n	b i c r i n
y u u b a	j e w	j u u b a	j u u b b a s	j u u b a	j u h	j u u b a	j u u b a
s a t a k i	s h a t h a k	s a t a c h i	s a t a c h i	s a t a c h i	z a t t a n	s a t a c h i	s a t a c h i
s i m e i		s h i m e i	s h i m e i	s h i m e i	s i m e e	s h i m e i	s h i m e i
h a s a b i a	h a z a b i a h	h a z a b i a h	h a z a b i a h	h a z a b i a h	h a z a b i a h	h a z a b i a h	h a z a b i a h
t a r a k i o		t a r a c h i o	t a r a c h i o	t a r a c h i o	t a r a h	t a r a c h i o	t a r a c h i o
l a m e k i		l a m e k	l a m e k	l a m e k	l a m e k	l a m e k	l a m e k
t i t u	t i t u s	t i t u s	t i t u s	t i t u s	t i t u s	t i t u s	t i t u s
e p a f a s i	e p a p h a s	e p a p h a z	e p a p h a s	e p a p h a z	e p a p h a s	e p a p h a s	e p a p h a s
y a a s i e l i		j a h a z i e l	j a h a z i e l	j a h a z i e l	j a a s e l	j a h a z i e l	j a h a z i e l
l u k u	l u c h	l u c h u s	l u c h u s	l u c h u s	l u c	l u c h u s	l u c h u s
a b i a	a b i a h	a b i a h	a b i a h	a b i a h	a b i a	a b i a h	a b i a h
a l e s a n d u	a l e x a n d	a l e x a n d u s	a l e x a n d u s	a l e x a n d u s	a l e x a n d u s	a l e x a n d u s	a l e x a n d u s
l o i s i	l o i s h	l o i s	l o i s	l o i s	l u o s	l o i s	l o i s
i t a i	i t h a i	i t a i	i t a i	i t a i	i t a a s	i t a i	i t a i
t o r o f i m u	t r o p h i m	t o r o p h i m u s	t h o r o p h i m u s	t o r o p h i m u s	t r o r	t o r o p h i m u s	t o r o p h i m u s
o b e d i		o b e d	o b e d	o b e d	b o b e d	o b e d	o b e d
y e d i e l i		j e d i e l	j e d i e l	j e d i e l	j e d i e l	j e d i e l	j e d i e l
m e e k i s i d e k i		m e e c i s i d e c h	m e e k i s i d e k i a h	m e e c i s i d e c h	m e e c h i	m e e c i s i d e c h	m e e c i s i d e c h
l a m e k i		l a m e k	l a m e k	l a m e k	l a m e k	l a m e k	l a m e k
g a s a	g a s a	g a s a	g a s a	g a s a	g a g a h	g a s a	g a s a
m o a b u		m o a b	m o a b u s	m o a b	m o b e s	m o a b	m o a b
t i s i k i	t i s h k	t i s c i	t i s c i	t i s c i	t i s c c u s	t i s c i	t i s c i
a b i g a l i	a b i g a l	a b i g a l i	a b i g a l i	a b i g a l i	a b i g a l	a b i g a l i	a b i g a l i
p e l e t i		p e l e t	p e l e t	p e l e t	p e l e t h	p e l e t	p e l e t
g a d i	g a d	g a d	g a d	g a d	g a d	g a d	g a d
p a f o s i		p a p o s	p a p h o s	p a p o s	p a p o s	p a p o s	p a p o s
b a l a k i	b a l a k	b a a l a c h i	b a a l a c h i	b a a l a c h i	b a l a k	b a a l a c h i	b a a l a c h i
s e t i		s h e t h	s h e t h	s h e t h	s h e t h	s h e t h	s h e t h
a s a y a	a z a i a h	a s a i a h	a s a i a h	a s a i a h	a s a i a h	a s a i a h	a s a i a h
a r a m u	a r a m	a r a m	a r a m	a r a m	a r a m	a r a m	a r a m
g e r e s i		g e r e z	g e r e z	g e r e z	g e r e s	g e r e z	g e r e z
m a s e d o n i o		m a c e d o n i a	m a c e d o n i a	m a c e d o n i a	m a s e d o n i a	m a c e d o n i a	m a c e d o n i a
o r e b u		o r e b	o r e b u s	o r e b	o r e b	o r e b	o r e b
e l i s a m a	e l i z a m a h	e l i z a m a h	e l i z a m a h	e l i z a m a h	e l i s h a m	e l i z a m a h	e l i z a m a h
m e r a r i		m e r a r i a h	m e r a r i a h	m e r a r i a h	m e r i a	m e r a r i a h	m e r a r i a h
