unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
p o l u u s i	p o l u s	p o l u s	p o l l u s	p o l u s	p o l l u s	p o l u s	p o l u s
k a n a n	c a n a a n	c a n a n	c a n a n	c a n a n	c a n n a	c a n a n	c a n a n
a d a r a m i i t e	a d a r a m i t u s	a d a r a m i t u s	a d e r e m i t u s	a d a r a m i t u s	a d r a m i s	a d a r a m i t u s	a d a r a m i t u s
k a l i l e e	g a l i l a	g a l i l	g a l i l	g a l i l	g a l i l a	g a l i l	g a l i l
y e e s u	y e s h u	j e s h u	j e s h u	j e s h u	j e s h u	j e s h u	j e s h u
b a n		b b n	b a n	b b n	a u s	b a n	b b n
f e s i t u u s i		p h e s t u s	f e s t u s	p h e s t u s	p e r s t u s	p h e s t u s	p h e s t u s
k a l i y o n	g a l y o n	g a l y o n	g a l y o n	g a l y o n	c a l i o n	g a l y o n	g a l y o n
n i - h o   n b o - l o h o		n ì o h o ̃ ́ m b r n e l i u s o l r n e l i u s h r n e l i u s	n i o d o m b o l o h o	n i o h o   m b r n e l i u s o l r n e l i u s h r n e l i u s	n a l o n o n	n i - h o   n b o - l o h o	
b e  e		p h a r a o h	b e	p h a r a o h	a r o s	p h a r a o h	p h a r a o h
a a s i i p u	a r c i p	a s i p u	a s i p p i	a s i p u	a r i p u s	a s i p u	a s i p u
f i l i i p u	p h i l i p	p h i l i p	p h i l i p	p h i l i p	p h i l i p u s	p h i l i p	p h i l i p
k o l o o d e	g o l o d	c o l o d e s	c l a o d e s	c o l o d e s	c o l o d	c o l o d e s	c o l o d e s
b e r e n i i s i	b e r e n i s	b e r e n i c e	b e r e n e s	b e r e n i c e	b e r e n i s	b e r e n i s	b e r e n i c e
s e z a a r e e	s e s h a r e a	s i s a a r e a	s a z a r e a	s i s a a r e a	s e s h a r	s i s a a r e a	s i s a a r e a
z u l i y u u s i	j u l i u s	j u l i u s	j u l i u s	j u l i u s	j u l i u s	j u l i u s	j u l i u s
m a n a s e e	m a n a s e a	m a n a s e a	m a n a s e a	m a n a s e a	m a n a s	m a n a s e a	m a n a s e a
i s i k a r i o t e	i s y c h a r i o t u s	i s c a r i o t e	i s c h a r e o t u s	i s c a r i o t e	i s s c a t u s	i s c a r i o t e	i s c a r i o t e
p i l a a t e	p i l a t e s	p l a r t e	p h i l a t h	p l a r t e	p i l a t a t a	p l a r t e	p l a r t e
l e v i i	l e v i a	l e v i	l e v i	l e v i	l e l i a	l e v i	l e v i
a a t e m i i s i	d i a n a	a a n a i s	a r t e m i s	a a n a i s	a t e t h i s	a a n a i s	a a n a i s
