unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
d i o t r e f		d i o t r e p h	d i o t r e p h	d i o t r e p h	d o s	d i o t r e p h	d i o t r e p h
f a r a s t		p h a r a s t u s	p h a r a s t	p h a r a s t u s	p a r a t h	p h a r a s t u s	p h a r a s t u s
s ae f y n ts		s a t h n c	s a t h n c	s a t h n c	s t a p h o s	s a t h n c	s a t h n c
s a l a m		s a l a m	s a l a m	s a l a m	s a l a	s a l a m	s a l a m
a v a d d o n		a b a d d o n	a b a d d o n	a b a d d o n	z a d d o n	a b a d d o n	a b a d d o n
k o l o s s t y		c o l o s s t u s	c o l o s s t u s	c o l o s s t u s	c o l o s	c o l o s s t u s	c o l o s s t u s
p r o kh o r y		p r o c o r u s	p r o c h o r	p r o c o r u s	p o o r	p r o c o r u s	p r o c o r u s
i o s a f a t		i o s a p h a t	j o s a p h a t	i o s a p h a t	h o s a	i o s a p h a t	i o s a p h a t
e v f r a t y		e b p h r a t u s	e b p h r a i	e b p h r a t u s	h e r a	e b p h r a t u s	e b p h r a t u s
kh a r r a n y		h a r a n	h a r a n	h a r a n	h a r i a	h a r a n	h a r a n
s o d o m		s o d o m	s o d o m	s o d o m	s o d o m	s o d o m	s o d o m
kh o r a z i n		c h o r a z e n	c h o r a z i n	c h o r a z e n	c o r o d i a	c h o r a z e n	c h o r a z e n
u a d ae n		u a d a n	u a d a n	u a d a n	z u d a	u a d a n	u a d a n
a p o l l o s		a p o l l o s	a p o l l o s	a p o l l o s	a p h o l i s	a p o l l o s	a p o l l o s
i a r e d y		i a r e d	i a r e d	i a r e d	j a r e d	i a r e d	i a r e d
i m e n e i		i m e n e a s	i m e n e i	i m e n e a s	i m e n e e	i m e n e i	i m e n e a s
n a u m y		n a u m	n a u m	n a u m	n a d o m	n a u m	n a u m
e v n u kh		e u n u c h	e b n u c h	e u n u c h	e z u v	e u n u c h	e u n u c h
k a n ae i y		c a n a	c a n a h	c a n a	c a n t i a	c a n a	c a n a
ae kh g ae n y		a c h g a n	a c h g a n	a c h g a n	t a t r a	a c h g a n	a c h g a n
v o o z		b o o z	b o o z	b o o z	z o z	b o o z	b o o z
i o a n n		j o a n n	j o a n n	j o a n n	j o o n	j o a n n	j o a n n
i s a v y		i s a b u s	i s a b u s	i s a b u s	j a b a	i s a b u s	i s a b u s
e l i u d		e l i u d	e l i u d	e l i u d	e l i d u s	e l i u d	e l i u d
a v i l i n i i y		a b i l i n i a	a b i l i n i a	a b i l i n i a	a b i l i a	a b i l i n i a	a b i l i n i a
a v e l y		a b e l	a b e l	a b e l	a b e l	a b e l	a b e l
s t ae i		s t a s	s t a	s t a s	s t a t h i s	s t a s	s t a s
s i kh a r m ae		s i c h a r u s	s i c h a r u s	s i c h a r u s	s i a	s i c h a r u s	s i c h a r u s
a m o n ae i		a m o n a s	a m o n a	a m o n a s	a m o n	a m o n a s	a m o n a s
m a r f ae		m a r t h a	m a r t h a	m a r t h a	m a r t h a	m a r t h a	m a r t h a
s a l m o n y		s a l m o n	s a l m o n	s a l m o n	s a l m o n	s a l m o n	s a l m o n
m a r i a		m a r i a m	m a r i a	m a r i a m	m a r i a	m a r i a	m a r i a
